experiment,subject,uniqueID,block,trial,trial_cumulative,age,gender,color_cond_blocking,color_history,shape_type,set_size,distractor,rt,acc,target_orient,response_key,response_made,iti,target_color,target_item,distractor_item,target_X,target_Y,distractor_X,distractor_Y,item1_X,item1_Y,item2_X,item2_Y,item3_X,item3_Y,item4_X,item4_Y,item5_X,item5_Y,item6_X,item6_Y,item1_shape,item2_shape,item3_shape,item4_shape,item5_shape,item6_shape,item1_line,item2_line,item3_line,item4_line,item5_line,item6_line
1c,21,100160,1,11,11,20,F,NA,variable,homogeneous,6,present,1.35969400405884,1,horizontal,horizontal,1,0.764702701568604,red,3,4,1045.12173246427,529.712474266665,861.690083377915,352.574589799621,738.309916622085,847.425410200379,983.431649086356,777.137884467044,1045.12173246427,529.712474266665,861.690083377915,352.574589799621,616.568350913644,422.862115532956,554.878267535729,670.287525733335,0,0,4,0,0,0,horizontal,vertical,horizontal,horizontal,vertical,vertical
1c,21,100160,1,12,12,20,F,NA,variable,homogeneous,5,present,0.828613996505737,1,vertical,vertical,1,1.07057914733887,green,2,4,1000.94274216971,756.993676208043,729.712474266665,354.878267535729,712.784863451954,839.621618300407,1000.94274216971,756.993676208043,1011.40458100154,457.40580961496,729.712474266665,354.878267535729,545.155339110131,591.100628340862,0,0,0,4,0,0,0,NaN,horizontal,vertical,horizontal,vertical,vertical,none
1c,21,100160,1,13,13,20,F,NA,variable,homogeneous,3,absent,1.3302309513092,1,horizontal,horizontal,1,0.647057914733887,red,1,NaN,822.224714400653,854.029648013395,NaN,NaN,822.224714400653,854.029648013395,1008.88377129369,453.738008730483,568.891514305654,492.232343256122,0,0,0,0,0,0,4,0,0,NaN,NaN,NaN,horizontal,horizontal,vertical,none,none,none
1c,21,100160,1,14,14,20,F,NA,variable,homogeneous,3,absent,0.8214430809021,1,vertical,vertical,1,0.623528957366943,green,2,NaN,1023.02802532055,476.373546837184,NaN,NaN,795.549636358493,854.96116226488,1023.02802532055,476.373546837184,581.422338320961,468.665290897936,0,0,0,0,0,0,0,4,0,NaN,NaN,NaN,horizontal,vertical,horizontal,none,none,none
1c,21,100160,1,15,15,20,F,NA,variable,homogeneous,6,present,1.55156898498535,1,horizontal,horizontal,1,1.07057914733887,red,4,1,844.280285305067,348.874022981887,755.719714694933,851.125977018113,755.719714694933,851.125977018113,995.341332995339,763.910840470068,1039.62161830041,512.784863451954,844.280285305067,348.874022981887,604.658667004661,436.089159529932,560.378381699593,687.215136548046,0,0,0,4,0,0,vertical,vertical,horizontal,horizontal,vertical,vertical
1c,21,100160,1,16,16,20,F,NA,variable,homogeneous,4,present,1.09959578514099,1,vertical,vertical,1,0.647057914733887,red,3,2,622.862115532956,416.568350913644,983.431649086356,422.862115532956,977.137884467044,783.431649086356,983.431649086356,422.862115532956,622.862115532956,416.568350913644,616.568350913644,777.137884467044,0,0,0,0,0,0,4,0,NaN,NaN,vertical,vertical,vertical,horizontal,none,none
1c,21,100160,1,17,17,20,F,NA,variable,homogeneous,6,present,0.723726987838745,1,vertical,vertical,1,1.09410810470581,red,3,2,1034.72873763037,500.363562235235,1003.65205506206,753.462830903772,768.923317431687,853.099268668537,1003.65205506206,753.462830903772,1034.72873763037,500.363562235235,831.076682568313,346.900731331463,596.34794493794,446.537169096228,565.271262369628,699.636437764765,0,0,4,0,0,0,horizontal,vertical,vertical,horizontal,vertical,horizontal
1c,21,100160,1,18,18,20,F,NA,variable,homogeneous,5,present,0.6720290184021,1,horizontal,horizontal,1,0.682351350784302,red,2,3,1045.12173246427,529.712474266665,808.899371659138,345.155339110131,942.594190385041,811.404581001536,1045.12173246427,529.712474266665,808.899371659138,345.155339110131,560.378381699593,512.784863451954,643.006323791957,800.942742169714,0,0,0,4,0,0,0,NaN,vertical,horizontal,horizontal,horizontal,vertical,none
1c,21,100160,1,19,19,20,F,NA,variable,homogeneous,4,absent,0.605666160583496,0,horizontal,vertical,1,0.999992275238037,red,3,NaN,636.089159529932,404.658667004661,NaN,NaN,963.910840470068,795.341332995339,995.341332995339,436.089159529932,636.089159529932,404.658667004661,604.658667004661,763.910840470068,0,0,0,0,0,0,4,0,NaN,NaN,vertical,vertical,horizontal,horizontal,none,none
1c,21,100160,1,20,20,20,F,NA,variable,homogeneous,3,absent,1.19114184379578,1,horizontal,horizontal,1,0.658822393417358,green,2,NaN,1054.96116226488,604.450363641507,NaN,NaN,668.665290897936,818.577661679039,1054.96116226488,604.450363641507,676.373546837184,376.971974679454,0,0,0,0,0,0,0,4,0,NaN,NaN,NaN,horizontal,horizontal,horizontal,none,none,none
1c,21,100160,1,21,21,20,F,NA,variable,homogeneous,6,absent,0.615658044815063,1,horizontal,horizontal,1,0.623528957366943,green,4,NaN,800,345,NaN,NaN,800,855,1020.83647796503,727.5,1020.83647796503,472.5,800,345,579.163522034968,472.5,579.163522034968,727.5,0,0,0,4,0,0,vertical,vertical,vertical,horizontal,vertical,vertical
1c,21,100160,1,22,22,20,F,NA,variable,homogeneous,6,absent,1.09382104873657,1,vertical,vertical,1,0.88234748840332,green,1,NaN,768.923317431687,853.099268668537,NaN,NaN,768.923317431687,853.099268668537,1003.65205506206,753.462830903772,1034.72873763037,500.363562235235,831.076682568313,346.900731331463,596.34794493794,446.537169096228,565.271262369628,699.636437764765,4,0,0,0,0,0,vertical,horizontal,horizontal,horizontal,vertical,horizontal
1c,21,100160,1,23,23,20,F,NA,variable,homogeneous,4,absent,0.985599994659424,1,vertical,vertical,1,1.08234362602234,green,2,NaN,1051.12597701811,644.280285305067,NaN,NaN,755.719714694933,851.125977018113,1051.12597701811,644.280285305067,844.280285305067,348.874022981887,548.874022981887,555.719714694933,0,0,0,0,0,4,0,0,NaN,NaN,vertical,vertical,vertical,horizontal,none,none
1c,21,100160,1,24,24,20,F,NA,variable,homogeneous,6,present,0.807739019393921,1,horizontal,horizontal,1,0.917640924453735,green,3,5,1031.10848569435,492.232343256122,591.116228706307,453.738008730483,777.775285599347,854.029648013395,1008.88377129369,746.261991269517,1031.10848569435,492.232343256122,822.224714400653,345.970351986605,591.116228706307,453.738008730483,568.891514305654,707.767656743878,0,0,4,0,0,0,vertical,vertical,horizontal,horizontal,vertical,vertical
1c,21,100160,1,25,25,20,F,NA,variable,homogeneous,4,present,1.26382493972778,1,vertical,vertical,1,0.988227796554565,red,2,3,1054.0296480134,622.224714400653,822.224714400653,345.970351986605,777.775285599347,854.029648013395,1054.0296480134,622.224714400653,822.224714400653,345.970351986605,545.970351986605,577.775285599347,0,0,0,0,0,4,0,0,NaN,NaN,vertical,vertical,horizontal,vertical,none,none
1c,21,100160,1,26,26,20,F,NA,variable,homogeneous,3,present,0.732496976852417,1,horizontal,horizontal,1,0.764702701568604,red,1,3,839.890788585259,851.86052685176,561.936991243214,508.616172865948,839.890788585259,851.86052685176,998.172220171528,439.523300282291,561.936991243214,508.616172865948,0,0,0,0,0,0,4,0,0,NaN,NaN,NaN,horizontal,vertical,vertical,none,none,none
1c,21,100160,1,27,27,20,F,NA,variable,homogeneous,5,present,0.68927788734436,1,horizontal,horizontal,1,1.09410810470581,red,3,4,1000.94274216971,443.006323791957,712.784863451954,360.378381699593,729.712474266665,845.121732464271,1011.40458100154,742.594190385041,1000.94274216971,443.006323791957,712.784863451954,360.378381699593,545.155339110131,608.899371659138,0,0,0,0,4,0,0,NaN,vertical,horizontal,horizontal,horizontal,horizontal,none
1c,21,100160,1,28,28,20,F,NA,variable,homogeneous,4,present,0.689666986465454,1,vertical,vertical,1,0.729409265518189,green,1,4,938.882953928832,813.860994826083,586.139005173917,738.882953928832,938.882953928832,813.860994826083,1013.86099482608,461.117046071168,661.117046071168,386.139005173917,586.139005173917,738.882953928832,0,0,0,0,4,0,0,0,NaN,NaN,vertical,vertical,vertical,vertical,none,none
1c,21,100160,1,29,29,20,F,NA,variable,homogeneous,5,absent,0.653780937194824,1,horizontal,horizontal,1,0.894111967086792,red,3,NaN,835.489140744817,347.4816424709,NaN,NaN,919.715248510402,825.151636179026,1051.12597701811,555.719714694933,835.489140744817,347.4816424709,570.807518193712,488.215357568785,622.862115532956,783.431649086356,0,0,0,0,4,0,0,NaN,horizontal,horizontal,horizontal,vertical,vertical,none
1c,21,100160,1,30,30,20,F,NA,variable,homogeneous,4,absent,0.958632946014404,1,vertical,vertical,1,0.988227796554565,red,3,NaN,804.450363641507,345.03883773512,NaN,NaN,795.549636358493,854.96116226488,1054.96116226488,604.450363641507,804.450363641507,345.03883773512,545.03883773512,595.549636358493,0,0,0,0,0,0,4,0,NaN,NaN,horizontal,horizontal,vertical,horizontal,none,none
1c,21,100160,1,31,31,20,F,NA,variable,homogeneous,5,absent,0.771894931793213,1,horizontal,horizontal,1,1.09410810470581,green,1,NaN,729.712474266665,845.121732464271,NaN,NaN,729.712474266665,845.121732464271,1011.40458100154,742.594190385041,1000.94274216971,443.006323791957,712.784863451954,360.378381699593,545.155339110131,608.899371659138,0,0,4,0,0,0,0,NaN,horizontal,horizontal,horizontal,vertical,horizontal,none
1c,21,100160,1,32,32,20,F,NA,variable,homogeneous,3,present,0.803843021392822,1,horizontal,horizontal,1,0.823525094985962,green,2,1,1045.12173246427,529.712474266665,738.309916622085,847.425410200379,738.309916622085,847.425410200379,1045.12173246427,529.712474266665,616.568350913644,422.862115532956,0,0,0,0,0,0,0,4,0,NaN,NaN,NaN,horizontal,horizontal,vertical,none,none,none
1c,21,100160,1,33,33,20,F,NA,variable,homogeneous,4,present,1.05793285369873,1,horizontal,horizontal,1,1.09410810470581,red,4,3,548.13947314824,639.890788585259,760.109211414741,348.13947314824,839.890788585259,851.86052685176,1051.86052685176,560.109211414741,760.109211414741,348.13947314824,548.13947314824,639.890788585259,0,0,0,0,0,0,0,4,NaN,NaN,horizontal,vertical,vertical,horizontal,none,none
1c,21,100160,1,34,34,20,F,NA,variable,homogeneous,3,present,0.684007883071899,1,horizontal,horizontal,1,0.823525094985962,green,2,3,1027.20666366803,484.232422566416,586.139005173917,461.117046071168,786.654331158049,854.650531362416,1027.20666366803,484.232422566416,586.139005173917,461.117046071168,0,0,0,0,0,0,0,4,0,NaN,NaN,NaN,horizontal,horizontal,vertical,none,none,none
1c,21,100160,1,35,35,20,F,NA,variable,homogeneous,6,absent,0.68215799331665,1,vertical,vertical,1,0.81176061630249,red,2,NaN,1042.51941165526,678.799333565612,NaN,NaN,853.017481158529,849.42763818712,1042.51941165526,678.799333565612,989.501930496736,429.371695378491,746.982518841471,350.57236181288,557.480588344736,521.200666434388,610.498069503264,770.628304621509,0,4,0,0,0,0,vertical,vertical,vertical,horizontal,horizontal,horizontal
1c,21,100160,1,36,36,20,F,NA,variable,homogeneous,4,absent,0.910429000854492,1,horizontal,horizontal,1,0.917640924453735,green,1,NaN,822.224714400653,854.029648013395,NaN,NaN,822.224714400653,854.029648013395,1054.0296480134,577.775285599347,777.775285599347,345.970351986605,545.970351986605,622.224714400653,0,0,0,0,4,0,0,0,NaN,NaN,horizontal,horizontal,vertical,horizontal,none,none
1c,21,100160,1,37,37,20,F,NA,variable,homogeneous,3,absent,0.650447845458984,1,vertical,vertical,1,1.07057914733887,red,3,NaN,547.481642470899,564.510859255183,NaN,NaN,895.524681321058,836.431882914531,956.993676208043,399.057257830286,547.481642470899,564.510859255183,0,0,0,0,0,0,0,0,4,NaN,NaN,NaN,horizontal,horizontal,vertical,none,none,none
1c,21,100160,1,38,38,20,F,NA,variable,homogeneous,6,absent,1.02101182937622,1,horizontal,horizontal,1,0.682351350784302,red,6,NaN,626.090418184063,786.495193912888,NaN,NaN,874.554784704298,843.857712770574,1048.46436652023,657.362518857686,973.909581815937,413.504806087112,725.445215295702,356.142287229426,551.535633479765,542.637481142314,626.090418184063,786.495193912888,0,0,0,0,0,4,horizontal,horizontal,vertical,horizontal,vertical,horizontal
1c,21,100160,1,39,39,20,F,NA,variable,homogeneous,3,absent,0.655658960342407,1,vertical,vertical,1,0.894111967086792,green,1,NaN,874.554784704298,843.857712770574,NaN,NaN,874.554784704298,843.857712770574,973.909581815937,413.504806087112,551.535633479765,542.637481142314,0,0,0,0,0,0,4,0,0,NaN,NaN,NaN,vertical,vertical,vertical,none,none,none
1c,21,100160,1,40,40,20,F,NA,variable,homogeneous,4,present,1.0574038028717,1,horizontal,horizontal,1,0.635293436050415,red,3,4,782.212099195248,345.621167183745,545.621167183745,617.787900804752,817.787900804752,854.378832816255,1054.37883281626,582.212099195248,782.212099195248,345.621167183745,545.621167183745,617.787900804752,0,0,0,0,0,0,4,0,NaN,NaN,vertical,vertical,horizontal,horizontal,none,none
1c,21,100160,1,41,41,20,F,NA,variable,homogeneous,4,present,0.548830032348633,1,vertical,vertical,1,0.894111967086792,green,3,2,755.719714694933,348.874022981887,1051.12597701811,555.719714694933,844.280285305067,851.125977018113,1051.12597701811,555.719714694933,755.719714694933,348.874022981887,548.874022981887,644.280285305067,0,0,0,0,0,0,4,0,NaN,NaN,vertical,vertical,vertical,horizontal,none,none
1c,21,100160,1,42,42,20,F,NA,variable,homogeneous,5,absent,1.30589699745178,1,horizontal,horizontal,1,0.705880308151245,green,1,NaN,808.899371659138,854.844660889869,NaN,NaN,808.899371659138,854.844660889869,1045.12173246427,670.287525733335,942.594190385041,388.595418998464,643.006323791957,399.057257830286,560.378381699593,687.215136548046,0,0,4,0,0,0,0,NaN,horizontal,vertical,vertical,horizontal,horizontal,none
1c,21,100160,1,43,43,20,F,NA,variable,homogeneous,3,present,0.676805019378662,1,vertical,vertical,1,1.02352123260498,green,2,3,1051.86052685176,560.109211414741,639.523300282292,401.827779828472,708.616172865948,838.063008756786,1051.86052685176,560.109211414741,639.523300282292,401.827779828472,0,0,0,0,0,0,0,4,0,NaN,NaN,NaN,horizontal,vertical,vertical,none,none,none
1c,21,100160,1,44,44,20,F,NA,variable,homogeneous,5,present,NaN,0,vertical,none,0,1.04705018997192,green,3,5,1013.86099482608,461.117046071168,545.349468637584,586.654331158049,708.616172865948,838.063008756786,998.172220171528,760.476699717708,1013.86099482608,461.117046071168,734.001143498857,353.688914296288,545.349468637584,586.654331158049,0,0,0,0,4,0,0,NaN,vertical,vertical,vertical,vertical,vertical,none
1c,21,100160,1,45,45,20,F,NA,variable,homogeneous,4,absent,0.663328170776367,1,horizontal,horizontal,1,0.976463317871094,green,2,NaN,1029.19248180629,711.784642431215,NaN,NaN,688.215357568785,829.192481806288,1029.19248180629,711.784642431215,911.784642431215,370.807518193712,570.807518193712,488.215357568785,0,0,0,0,0,4,0,0,NaN,NaN,vertical,horizontal,vertical,horizontal,none,none
1c,21,100160,1,46,46,20,F,NA,variable,homogeneous,4,absent,0.821509122848511,1,vertical,vertical,1,0.835289573669434,red,3,NaN,942.594190385041,388.595418998464,NaN,NaN,657.405809614959,811.404581001536,1011.40458100154,742.594190385041,942.594190385041,388.595418998464,588.595418998464,457.40580961496,0,0,0,0,0,0,4,0,NaN,NaN,vertical,horizontal,vertical,vertical,none,none
1c,21,100160,1,47,47,20,F,NA,variable,homogeneous,3,absent,0.786700963973999,1,horizontal,horizontal,1,1.03528571128845,red,1,NaN,813.345668841951,854.650531362416,NaN,NaN,813.345668841951,854.650531362416,1013.86099482608,461.117046071168,572.793336331966,484.232422566416,0,0,0,0,0,0,4,0,0,NaN,NaN,NaN,horizontal,vertical,vertical,none,none,none
1c,21,100160,1,48,48,20,F,NA,variable,homogeneous,4,present,0.958976984024048,1,horizontal,horizontal,1,1.02352123260498,green,3,1,800,345,800,855,800,855,1055,600,800,345,545,600,0,0,0,0,0,0,4,0,NaN,NaN,vertical,vertical,horizontal,vertical,none,none
1c,21,100160,1,49,49,20,F,NA,variable,homogeneous,6,present,0.640038013458252,1,horizontal,horizontal,1,1.08234362602234,green,3,1,1046.31108570371,534.001143498857,734.001143498857,846.311085703712,734.001143498857,846.311085703712,980.31222920257,780.31222920257,1046.31108570371,534.001143498857,865.998856501143,353.688914296288,619.68777079743,419.68777079743,553.688914296288,665.998856501143,0,0,4,0,0,0,vertical,horizontal,horizontal,horizontal,vertical,vertical
1c,21,100160,1,50,50,20,F,NA,variable,homogeneous,5,present,0.633378028869629,1,horizontal,horizontal,1,0.623528957366943,green,5,3,604.658667004661,763.910840470068,861.690083377915,352.574589799621,895.524681321058,836.431882914531,1054.37883281626,582.212099195248,861.690083377915,352.574589799621,583.747735480111,464.870587620533,604.658667004661,763.910840470068,0,0,0,0,0,0,4,NaN,horizontal,vertical,vertical,vertical,horizontal,none
1c,21,100160,1,51,51,20,F,NA,variable,homogeneous,5,absent,0.571818113327026,1,vertical,vertical,1,0.88234748840332,green,4,NaN,712.784863451954,360.378381699593,NaN,NaN,729.712474266665,845.121732464271,1011.40458100154,742.594190385041,1000.94274216971,443.006323791957,712.784863451954,360.378381699593,545.155339110131,608.899371659138,0,0,0,0,0,4,0,NaN,vertical,horizontal,horizontal,vertical,horizontal,none
1c,21,100160,1,52,52,20,F,NA,variable,homogeneous,3,present,0.620848894119263,1,horizontal,horizontal,1,1.07057914733887,red,3,2,650.114760665419,393.700666434388,1053.60308331891,573.345241866748,696.282156015671,832.954091698863,1053.60308331891,573.345241866748,650.114760665419,393.700666434388,0,0,0,0,0,0,0,0,4,NaN,NaN,NaN,vertical,horizontal,horizontal,none,none,none
1c,21,100160,1,53,53,20,F,NA,variable,homogeneous,6,absent,0.670162200927734,1,horizontal,horizontal,1,0.847054052352905,green,2,NaN,1025.15163617903,719.715248510402,NaN,NaN,808.899371659138,854.844660889869,1025.15163617903,719.715248510402,1016.25226451989,464.870587620533,791.100628340862,345.155339110131,574.848363820974,480.284751489598,583.747735480111,735.129412379467,0,4,0,0,0,0,vertical,horizontal,vertical,horizontal,horizontal,horizontal
1c,21,100160,1,54,54,20,F,NA,variable,homogeneous,5,absent,0.568617105484009,1,vertical,vertical,1,1.03528571128845,red,4,NaN,680.284751489598,374.848363820974,NaN,NaN,764.510859255183,852.518357529101,1029.19248180629,711.784642431215,977.137884467044,416.568350913644,680.284751489598,374.848363820974,548.874022981887,644.280285305067,0,0,0,0,0,4,0,NaN,horizontal,horizontal,vertical,vertical,vertical,none
1c,21,100160,1,55,55,20,F,NA,variable,homogeneous,3,absent,0.488013982772827,0,horizontal,vertical,1,0.799996137619019,green,1,NaN,1013.86099482608,738.882953928832,NaN,NaN,1013.86099482608,738.882953928832,813.345668841951,345.349468637584,572.793336331966,715.767577433584,0,0,0,0,0,0,4,0,0,NaN,NaN,NaN,horizontal,horizontal,vertical,none,none,none
1c,21,100160,1,56,56,20,F,NA,variable,homogeneous,3,present,0.96212911605835,1,vertical,vertical,1,0.999992275238037,red,3,1,551.535633479765,542.637481142314,874.554784704298,843.857712770574,874.554784704298,843.857712770574,973.909581815937,413.504806087112,551.535633479765,542.637481142314,0,0,0,0,0,0,0,0,4,NaN,NaN,NaN,horizontal,horizontal,vertical,none,none,none
1c,21,100160,1,57,57,20,F,NA,variable,homogeneous,5,present,0.8023681640625,1,vertical,vertical,1,0.858818531036377,red,2,5,973.909581815937,786.495193912888,549.685068220846,551.343706178981,676.373546837184,823.028025320546,973.909581815937,786.495193912888,1031.10848569435,492.232343256122,768.923317431687,346.900731331463,549.685068220846,551.343706178981,0,0,0,4,0,0,0,NaN,horizontal,vertical,horizontal,horizontal,horizontal,none
1c,21,100160,1,58,58,20,F,NA,variable,homogeneous,4,absent,0.98007607460022,1,vertical,vertical,1,1.0588146686554,green,1,NaN,742.637481142314,848.464366520235,NaN,NaN,742.637481142314,848.464366520235,1048.46436652023,657.362518857686,857.362518857686,351.535633479765,551.535633479765,542.637481142314,0,0,0,0,4,0,0,0,NaN,NaN,vertical,horizontal,vertical,vertical,none,none
1c,21,100160,1,59,59,20,F,NA,variable,homogeneous,6,absent,0.785285949707031,1,vertical,vertical,1,0.870583009719849,red,2,NaN,942.594190385041,811.404581001536,NaN,NaN,688.215357568785,829.192481806288,942.594190385041,811.404581001536,1054.37883281626,582.212099195248,911.784642431215,370.807518193712,657.405809614959,388.595418998464,545.621167183745,617.787900804752,0,4,0,0,0,0,horizontal,vertical,horizontal,horizontal,vertical,horizontal
1c,21,100160,1,60,60,20,F,NA,variable,homogeneous,6,present,1.22813296318054,1,vertical,vertical,1,0.752938222885132,green,1,5,680.284751489598,825.151636179026,664.870587620533,383.747735480111,680.284751489598,825.151636179026,935.129412379467,816.252264519889,1054.84466088987,591.100628340862,919.715248510402,374.848363820974,664.870587620533,383.747735480111,545.155339110131,608.899371659138,4,0,0,0,0,0,vertical,vertical,vertical,vertical,horizontal,vertical
1c,21,100160,1,61,61,20,F,NA,variable,homogeneous,6,present,0.883769035339355,1,vertical,vertical,1,0.74117374420166,red,4,1,777.775285599347,345.970351986605,822.224714400653,854.029648013395,822.224714400653,854.029648013395,1031.10848569435,707.767656743878,1008.88377129369,453.738008730483,777.775285599347,345.970351986605,568.891514305654,492.232343256122,591.116228706307,746.261991269517,0,0,0,4,0,0,vertical,vertical,horizontal,vertical,vertical,vertical
1c,21,100160,1,62,62,20,F,NA,variable,homogeneous,6,present,1.02769207954407,1,vertical,vertical,1,0.705880308151245,green,2,4,1039.62161830041,687.215136548046,755.719714694933,348.874022981887,844.280285305067,851.125977018113,1039.62161830041,687.215136548046,995.341332995339,436.089159529932,755.719714694933,348.874022981887,560.378381699593,512.784863451954,604.658667004661,763.910840470068,0,4,0,0,0,0,horizontal,vertical,horizontal,vertical,vertical,horizontal
1c,21,100160,1,63,63,20,F,NA,variable,homogeneous,5,absent,0.692595958709717,1,horizontal,horizontal,1,0.611764478683472,red,1,NaN,786.654331158049,854.650531362416,NaN,NaN,786.654331158049,854.650531362416,1038.06300875679,691.383827134052,960.476699717708,401.827779828472,661.117046071168,386.139005173917,553.688914296288,665.998856501143,0,0,4,0,0,0,0,NaN,horizontal,horizontal,horizontal,horizontal,vertical,none
1c,21,100160,1,64,64,20,F,NA,variable,homogeneous,5,present,0.758132219314575,1,vertical,vertical,1,0.764702701568604,red,1,4,795.549636358493,854.96116226488,653.738008730483,391.116228706307,795.549636358493,854.96116226488,1041.10723677783,683.019879386575,953.462830903772,396.34794493794,653.738008730483,391.116228706307,556.142287229426,674.554784704298,0,0,4,0,0,0,0,NaN,vertical,horizontal,horizontal,vertical,horizontal,none
1c,21,100160,2,1,65,20,F,NA,variable,homogeneous,5,present,1.01736998558044,1,horizontal,horizontal,1,1.07057914733887,green,4,3,576.971974679454,476.373546837184,848.656293821019,349.685068220846,907.767656743878,831.108485694346,1053.09926866854,568.923317431687,848.656293821019,349.685068220846,576.971974679454,476.373546837184,613.504806087112,773.909581815937,0,0,0,0,0,4,0,NaN,vertical,vertical,vertical,horizontal,horizontal,none
1c,21,100160,2,2,66,20,F,NA,variable,homogeneous,3,absent,0.482025146484375,1,horizontal,horizontal,1,0.6,green,2,NaN,983.431649086356,422.862115532956,NaN,NaN,861.690083377915,847.425410200379,983.431649086356,422.862115532956,554.878267535729,529.712474266665,0,0,0,0,0,0,0,4,0,NaN,NaN,NaN,horizontal,horizontal,vertical,none,none,none
1c,21,100160,2,3,67,20,F,NA,variable,homogeneous,3,present,0.700881004333496,1,horizontal,horizontal,1,1.04705018997192,red,1,3,708.616172865948,838.063008756786,639.523300282292,401.827779828472,708.616172865948,838.063008756786,1051.86052685176,560.109211414741,639.523300282292,401.827779828472,0,0,0,0,0,0,4,0,0,NaN,NaN,NaN,horizontal,vertical,horizontal,none,none,none
