experiment,subject,uniqueID,block,trial,trial_cumulative,age,gender,color_cond_blocking,color_history,shape_type,set_size,distractor,rt,acc,target_orient,response_key,response_made,iti,target_color,target_item,distractor_item,target_X,target_Y,distractor_X,distractor_Y,item1_X,item1_Y,item2_X,item2_Y,item3_X,item3_Y,item4_X,item4_Y,item5_X,item5_Y,item6_X,item6_Y,item1_shape,item2_shape,item3_shape,item4_shape,item5_shape,item6_shape,item1_line,item2_line,item3_line,item4_line,item5_line,item6_line
1c,17,100158,1,1,1,21,M,NA,variable,homogeneous,4,present,1.14380407333374,1,horizontal,horizontal,1,1.02352054595947,green,3,1,938.882953928832,386.139005173917,661.117046071168,813.860994826083,661.117046071168,813.860994826083,1013.86099482608,738.882953928832,938.882953928832,386.139005173917,586.139005173917,461.117046071168,0,0,0,0,0,0,4,0,NaN,NaN,vertical,vertical,horizontal,horizontal,none,none
1c,17,100158,1,2,2,21,M,NA,variable,homogeneous,5,absent,NaN,0,vertical,none,0,0.92940486907959,green,5,NaN,546.39691668109,573.345241866748,NaN,NaN,696.282156015671,832.954091698863,989.501930496736,770.628304621509,1020.83647796503,472.5,746.982518841471,350.57236181288,546.39691668109,573.345241866748,0,0,0,0,0,0,4,NaN,horizontal,vertical,vertical,vertical,vertical,none
1c,17,100158,1,3,3,21,M,NA,variable,homogeneous,6,absent,0.755980014801025,1,horizontal,horizontal,1,0.694115676879883,green,3,NaN,973.909581815937,413.504806087112,NaN,NaN,874.554784704298,843.857712770574,1048.46436652023,657.362518857686,973.909581815937,413.504806087112,725.445215295702,356.142287229426,551.535633479765,542.637481142314,626.090418184063,786.495193912888,0,0,4,0,0,0,vertical,horizontal,horizontal,vertical,vertical,vertical
1c,17,100158,1,4,4,21,M,NA,variable,homogeneous,3,absent,0.753777980804443,1,vertical,vertical,1,0.717644596099854,green,3,NaN,545.155339110131,608.899371659138,NaN,NaN,935.129412379467,816.252264519889,919.715248510402,374.848363820974,545.155339110131,608.899371659138,0,0,0,0,0,0,0,0,4,NaN,NaN,NaN,vertical,horizontal,vertical,none,none,none
1c,17,100158,1,5,5,21,M,NA,variable,homogeneous,6,absent,0.718055963516235,1,vertical,vertical,1,0.670586757659912,red,3,NaN,1043.85771277057,525.445215295702,NaN,NaN,742.637481142314,848.464366520235,986.495193912888,773.909581815937,1043.85771277057,525.445215295702,857.362518857686,351.535633479765,613.504806087112,426.090418184063,556.142287229426,674.554784704298,0,0,4,0,0,0,horizontal,horizontal,vertical,horizontal,horizontal,horizontal
1c,17,100158,1,6,6,21,M,NA,variable,homogeneous,5,absent,1.01895403862,1,vertical,vertical,1,0.905875949859619,red,3,NaN,826.654758133252,346.39691668109,NaN,NaN,927.5,820.836477965032,1049.42763818712,546.982518841471,826.654758133252,346.39691668109,567.045908301137,496.282156015671,629.371695378491,789.501930496736,0,0,0,0,4,0,0,NaN,horizontal,horizontal,vertical,horizontal,horizontal,none
1c,17,100158,1,7,7,21,M,NA,variable,homogeneous,3,present,0.911320924758911,1,horizontal,horizontal,1,0.988227167129517,red,2,1,1020.83647796503,727.5,579.163522034968,727.5,579.163522034968,727.5,1020.83647796503,727.5,800,345,0,0,0,0,0,0,0,4,0,NaN,NaN,NaN,vertical,horizontal,vertical,none,none,none
1c,17,100158,1,8,8,21,M,NA,variable,homogeneous,5,absent,0.911025047302246,1,horizontal,horizontal,1,0.858818111419678,red,3,NaN,895.524681321058,363.568117085469,NaN,NaN,861.690083377915,847.425410200379,1054.37883281626,617.787900804752,895.524681321058,363.568117085469,604.658667004661,436.089159529932,583.747735480111,735.129412379467,0,0,0,0,4,0,0,NaN,vertical,vertical,horizontal,horizontal,vertical,none
1c,17,100158,1,9,9,21,M,NA,variable,homogeneous,4,absent,0.834543943405151,1,vertical,vertical,1,0.670586757659912,green,1,NaN,870.287525733335,845.121732464271,NaN,NaN,870.287525733335,845.121732464271,1045.12173246427,529.712474266665,729.712474266665,354.878267535729,554.878267535729,670.287525733335,0,0,0,0,4,0,0,0,NaN,NaN,vertical,horizontal,horizontal,vertical,none,none
1c,17,100158,1,10,10,21,M,NA,variable,homogeneous,6,absent,0.832290887832642,1,horizontal,horizontal,1,0.835289192199707,green,4,NaN,839.890788585259,348.13947314824,NaN,NaN,760.109211414741,851.86052685176,998.172220171528,760.476699717708,1038.06300875679,508.616172865948,839.890788585259,348.13947314824,601.827779828472,439.523300282291,561.936991243214,691.383827134052,0,0,0,4,0,0,horizontal,horizontal,horizontal,horizontal,horizontal,horizontal
1c,17,100158,1,11,11,21,M,NA,variable,homogeneous,5,present,0.754223823547363,1,vertical,vertical,1,1.05881392478943,green,1,5,704.475318678942,836.431882914531,545.621167183745,582.212099195248,704.475318678942,836.431882914531,995.341332995339,763.910840470068,1016.25226451989,464.870587620533,738.309916622085,352.574589799621,545.621167183745,582.212099195248,0,0,4,0,0,0,0,NaN,vertical,vertical,vertical,horizontal,horizontal,none
1c,17,100158,1,12,12,21,M,NA,variable,homogeneous,3,absent,1.14369511604309,1,vertical,vertical,1,0.917640409469604,green,1,NaN,653.738008730483,808.883771293693,NaN,NaN,653.738008730483,808.883771293693,1054.0296480134,622.224714400653,692.232343256122,368.891514305654,0,0,0,0,0,0,4,0,0,NaN,NaN,NaN,vertical,vertical,vertical,none,none,none
1c,17,100158,1,13,13,21,M,NA,variable,homogeneous,6,present,0.678992986679077,1,horizontal,horizontal,1,0.999991626739502,green,6,3,570.807518193712,711.784642431215,1029.19248180629,488.215357568785,782.212099195248,854.378832816255,1011.40458100154,742.594190385041,1029.19248180629,488.215357568785,817.787900804752,345.621167183745,588.595418998464,457.40580961496,570.807518193712,711.784642431215,0,0,0,0,0,4,horizontal,vertical,horizontal,horizontal,horizontal,horizontal
1c,17,100158,1,14,14,21,M,NA,variable,homogeneous,3,absent,0.607362985610962,1,horizontal,horizontal,1,0.941169328689575,red,2,NaN,1027.20666366803,715.767577433584,NaN,NaN,586.139005173917,738.882953928832,1027.20666366803,715.767577433584,786.654331158049,345.349468637584,0,0,0,0,0,0,0,4,0,NaN,NaN,NaN,horizontal,horizontal,vertical,none,none,none
1c,17,100158,1,15,15,21,M,NA,variable,homogeneous,6,present,0.675254106521606,1,vertical,vertical,1,0.77646689414978,green,2,5,1049.42763818712,653.017481158529,550.57236181288,546.982518841471,878.799333565612,842.519411655264,1049.42763818712,653.017481158529,970.628304621509,410.498069503264,721.200666434388,357.480588344736,550.57236181288,546.982518841471,629.371695378491,789.501930496736,0,4,0,0,0,0,vertical,vertical,vertical,horizontal,horizontal,vertical
