experiment,subject,uniqueID,block,trial,trial_cumulative,age,gender,color_cond_blocking,color_history,shape_type,set_size,distractor,rt,acc,target_orient,response_key,response_made,iti,target_color,target_item,distractor_item,target_X,target_Y,distractor_X,distractor_Y,item1_X,item1_Y,item2_X,item2_Y,item3_X,item3_Y,item4_X,item4_Y,item5_X,item5_Y,item6_X,item6_Y,item1_shape,item2_shape,item3_shape,item4_shape,item5_shape,item6_shape,item1_line,item2_line,item3_line,item4_line,item5_line,item6_line
1c,23,100166,1,1,1,19,F,NA,variable,homogeneous,5,present,1.60323405265808,1,horizontal,horizontal,1,0.76470103263855,green,3,5,899.636437764765,365.271262369628,581.422338320961,731.334709102064,857.362518857686,848.464366520235,1054.0296480134,622.224714400653,899.636437764765,365.271262369628,607.549057043193,432.704947607421,581.422338320961,731.334709102064,0,0,0,0,4,0,0,NaN,horizontal,vertical,horizontal,horizontal,horizontal,none
1c,23,100166,1,2,2,19,F,NA,variable,homogeneous,3,absent,0.750346183776855,1,vertical,vertical,1,0.952930784225464,green,1,NaN,1013.86099482608,738.882953928832,NaN,NaN,1013.86099482608,738.882953928832,813.345668841951,345.349468637584,572.793336331966,715.767577433584,0,0,0,0,0,0,4,0,0,NaN,NaN,NaN,vertical,horizontal,horizontal,none,none,none
1c,23,100166,1,3,3,19,F,NA,variable,homogeneous,4,absent,0.738503932952881,0,horizontal,vertical,1,0.858815908432007,red,1,NaN,935.129412379467,816.252264519889,NaN,NaN,935.129412379467,816.252264519889,1016.25226451989,464.870587620533,664.870587620533,383.747735480111,583.747735480111,735.129412379467,0,0,0,0,4,0,0,0,NaN,NaN,horizontal,vertical,vertical,horizontal,none,none
1c,23,100166,1,4,4,19,F,NA,variable,homogeneous,4,absent,NaN,0,horizontal,none,0,0.894108986854553,green,2,NaN,989.501930496736,429.371695378491,NaN,NaN,970.628304621509,789.501930496736,989.501930496736,429.371695378491,629.371695378491,410.498069503264,610.498069503264,770.628304621509,0,0,0,0,0,4,0,0,NaN,NaN,horizontal,horizontal,horizontal,vertical,none,none
1c,23,100166,1,5,5,19,F,NA,variable,homogeneous,3,present,1.247318983078,1,vertical,vertical,1,0.788229751586914,green,3,1,570.807518193712,711.784642431215,1011.40458100154,742.594190385041,1011.40458100154,742.594190385041,817.787900804752,345.621167183745,570.807518193712,711.784642431215,0,0,0,0,0,0,0,0,4,NaN,NaN,NaN,horizontal,vertical,vertical,none,none,none
1c,23,100166,1,6,6,19,F,NA,variable,homogeneous,3,absent,0.848577976226807,1,horizontal,horizontal,1,1.01175258159637,red,1,NaN,839.890788585259,851.86052685176,NaN,NaN,839.890788585259,851.86052685176,998.172220171528,439.523300282291,561.936991243214,508.616172865948,0,0,0,0,0,0,4,0,0,NaN,NaN,NaN,horizontal,horizontal,vertical,none,none,none
1c,23,100166,1,7,7,19,F,NA,variable,homogeneous,3,absent,0.795628070831299,1,horizontal,horizontal,1,0.682350516319275,green,2,NaN,1051.12597701811,555.719714694933,NaN,NaN,712.784863451954,839.621618300407,1051.12597701811,555.719714694933,636.089159529932,404.658667004661,0,0,0,0,0,0,0,4,0,NaN,NaN,NaN,vertical,horizontal,vertical,none,none,none
1c,23,100166,1,8,8,19,F,NA,variable,homogeneous,6,present,1.16748404502869,1,horizontal,horizontal,1,0.98822386264801,green,4,6,782.212099195248,345.621167183745,588.595418998464,742.594190385041,817.787900804752,854.378832816255,1029.19248180629,711.784642431215,1011.40458100154,457.40580961496,782.212099195248,345.621167183745,570.807518193712,488.215357568785,588.595418998464,742.594190385041,0,0,0,4,0,0,horizontal,vertical,horizontal,horizontal,horizontal,horizontal
1c,23,100166,1,9,9,19,F,NA,variable,homogeneous,6,absent,0.740141868591309,1,horizontal,horizontal,1,0.658821797370911,green,1,NaN,708.616172865948,838.063008756786,NaN,NaN,708.616172865948,838.063008756786,960.476699717708,798.172220171528,1051.86052685176,560.109211414741,891.383827134052,361.936991243214,639.523300282292,401.827779828472,548.13947314824,639.890788585259,4,0,0,0,0,0,horizontal,vertical,vertical,horizontal,vertical,vertical
1c,23,100166,1,10,10,19,F,NA,variable,homogeneous,3,absent,0.59948992729187,1,vertical,vertical,1,0.811758470535278,red,2,NaN,1049.42763818712,653.017481158529,NaN,NaN,629.371695378491,789.501930496736,1049.42763818712,653.017481158529,721.200666434388,357.480588344736,0,0,0,0,0,0,0,4,0,NaN,NaN,NaN,horizontal,vertical,vertical,none,none,none
1c,23,100166,1,11,11,19,F,NA,variable,homogeneous,6,present,0.763582944869995,1,vertical,vertical,1,0.776465392112732,green,1,6,755.719714694933,851.125977018113,560.378381699593,687.215136548046,755.719714694933,851.125977018113,995.341332995339,763.910840470068,1039.62161830041,512.784863451954,844.280285305067,348.874022981887,604.658667004661,436.089159529932,560.378381699593,687.215136548046,4,0,0,0,0,0,vertical,horizontal,horizontal,horizontal,horizontal,vertical
1c,23,100166,1,12,12,19,F,NA,variable,homogeneous,4,present,0.684442043304443,1,vertical,vertical,1,0.870580267906189,green,2,4,1045.12173246427,529.712474266665,554.878267535729,670.287525733335,870.287525733335,845.121732464271,1045.12173246427,529.712474266665,729.712474266665,354.878267535729,554.878267535729,670.287525733335,0,0,0,0,0,4,0,0,NaN,NaN,horizontal,vertical,vertical,vertical,none,none
1c,23,100166,1,13,13,19,F,NA,variable,homogeneous,6,absent,0.635891199111938,1,horizontal,horizontal,1,1.08233873844147,red,2,NaN,1027.20666366803,715.767577433584,NaN,NaN,813.345668841951,854.650531362416,1027.20666366803,715.767577433584,1013.86099482608,461.117046071168,786.654331158049,345.349468637584,572.793336331966,484.232422566416,586.139005173917,738.882953928832,0,4,0,0,0,0,vertical,horizontal,vertical,vertical,vertical,horizontal
1c,23,100166,1,14,14,19,F,NA,variable,homogeneous,4,present,0.701828002929688,1,horizontal,horizontal,1,0.647057437896729,green,4,2,574.848363820974,719.715248510402,1025.15163617903,480.284751489598,919.715248510402,825.151636179026,1025.15163617903,480.284751489598,680.284751489598,374.848363820974,574.848363820974,719.715248510402,0,0,0,0,0,0,0,4,NaN,NaN,horizontal,vertical,vertical,horizontal,none,none
1c,23,100166,1,15,15,19,F,NA,variable,homogeneous,4,present,0.869247913360596,0,horizontal,vertical,1,0.870580267906189,red,4,1,547.481642470899,564.510859255183,764.510859255183,852.518357529101,764.510859255183,852.518357529101,1052.5183575291,635.489140744817,835.489140744817,347.4816424709,547.481642470899,564.510859255183,0,0,0,0,0,0,0,4,NaN,NaN,horizontal,horizontal,vertical,horizontal,none,none
