experiment,subject,uniqueID,block,trial,trial_cumulative,age,gender,color_cond_blocking,color_history,shape_type,set_size,distractor,rt,acc,target_orient,response_key,response_made,iti,target_color,target_item,distractor_item,target_X,target_Y,distractor_X,distractor_Y,item1_X,item1_Y,item2_X,item2_Y,item3_X,item3_Y,item4_X,item4_Y,item5_X,item5_Y,item6_X,item6_Y,item1_shape,item2_shape,item3_shape,item4_shape,item5_shape,item6_shape,item1_line,item2_line,item3_line,item4_line,item5_line,item6_line
1c,3,100137,1,1,1,20,F,NA,variable,homogeneous,6,present,1.17727208137512,1,vertical,vertical,1,0.6,red,5,4,661.117046071168,386.139005173917,915.767577433584,372.793336331966,684.232422566416,827.206663668034,938.882953928832,813.860994826083,1054.65053136242,586.654331158049,915.767577433584,372.793336331966,661.117046071168,386.139005173917,545.349468637584,613.345668841951,0,0,0,0,4,0,horizontal,vertical,horizontal,vertical,vertical,vertical
1c,3,100137,1,2,2,20,F,NA,variable,homogeneous,6,absent,NaN,0,vertical,none,0,0.964701943397522,green,6,NaN,629.371695378491,789.501930496736,NaN,NaN,878.799333565612,842.519411655264,1049.42763818712,653.017481158529,970.628304621509,410.498069503264,721.200666434388,357.480588344736,550.57236181288,546.982518841471,629.371695378491,789.501930496736,0,0,0,0,0,4,horizontal,vertical,vertical,vertical,vertical,vertical
1c,3,100137,1,3,3,20,F,NA,variable,homogeneous,3,present,1.69001007080078,1,vertical,vertical,1,1.08234773159027,green,3,1,551.535633479765,542.637481142314,874.554784704298,843.857712770574,874.554784704298,843.857712770574,973.909581815937,413.504806087112,551.535633479765,542.637481142314,0,0,0,0,0,0,0,0,4,NaN,NaN,NaN,vertical,vertical,vertical,none,none,none
1c,3,100137,1,4,4,20,F,NA,variable,homogeneous,3,present,1.61222219467163,1,vertical,vertical,1,1.0235248374939,green,1,2,1020.83647796503,727.5,800,345,1020.83647796503,727.5,800,345,579.163522034968,727.5,0,0,0,0,0,0,4,0,0,NaN,NaN,NaN,vertical,vertical,horizontal,none,none,none
1c,3,100137,1,5,5,20,F,NA,variable,homogeneous,3,absent,1.02242398262024,1,horizontal,horizontal,1,0.870585312843323,green,3,NaN,545.621167183745,582.212099195248,NaN,NaN,911.784642431215,829.192481806288,942.594190385041,388.595418998464,545.621167183745,582.212099195248,0,0,0,0,0,0,0,0,4,NaN,NaN,NaN,vertical,vertical,horizontal,none,none,none
1c,3,100137,1,6,6,20,F,NA,variable,homogeneous,4,present,NaN,0,vertical,none,0,0.741174945831299,red,4,1,560.378381699593,512.784863451954,712.784863451954,839.621618300407,712.784863451954,839.621618300407,1039.62161830041,687.215136548046,887.215136548046,360.378381699593,560.378381699593,512.784863451954,0,0,0,0,0,0,0,4,NaN,NaN,vertical,horizontal,vertical,vertical,none,none
1c,3,100137,1,7,7,20,F,NA,variable,homogeneous,4,absent,0.691642045974731,1,horizontal,horizontal,1,0.670587472915649,green,1,NaN,844.280285305067,851.125977018113,NaN,NaN,844.280285305067,851.125977018113,1051.12597701811,555.719714694933,755.719714694933,348.874022981887,548.874022981887,644.280285305067,0,0,0,0,4,0,0,0,NaN,NaN,horizontal,vertical,vertical,vertical,none,none
1c,3,100137,1,8,8,20,F,NA,variable,homogeneous,5,absent,0.948660135269165,1,vertical,vertical,1,0.952937364578247,green,5,NaN,548.13947314824,560.109211414741,NaN,NaN,684.232422566416,827.206663668034,980.31222920257,780.31222920257,1027.20666366803,484.232422566416,760.109211414741,348.13947314824,548.13947314824,560.109211414741,0,0,0,0,0,0,4,NaN,vertical,horizontal,vertical,horizontal,vertical,none
1c,3,100137,1,9,9,20,F,NA,variable,homogeneous,3,present,0.927988052368164,1,vertical,vertical,1,0.811762418746948,red,2,3,970.628304621509,410.498069503264,550.57236181288,546.982518841471,878.799333565612,842.519411655264,970.628304621509,410.498069503264,550.57236181288,546.982518841471,0,0,0,0,0,0,0,4,0,NaN,NaN,NaN,horizontal,vertical,horizontal,none,none,none
1c,3,100137,1,10,10,20,F,NA,variable,homogeneous,5,present,0.75957989692688,1,horizontal,horizontal,1,1.03528941631317,green,2,5,1054.96116226488,595.549636358493,596.34794493794,753.462830903772,883.019879386575,841.107236777826,1054.96116226488,595.549636358493,874.554784704298,356.142287229426,591.116228706307,453.738008730483,596.34794493794,753.462830903772,0,0,0,4,0,0,0,NaN,horizontal,horizontal,vertical,vertical,horizontal,none
1c,3,100137,1,11,11,20,F,NA,variable,homogeneous,3,present,0.676783084869385,1,vertical,vertical,1,1.09411231040955,red,1,2,980.31222920257,780.31222920257,865.998856501143,353.688914296288,980.31222920257,780.31222920257,865.998856501143,353.688914296288,553.688914296288,665.998856501143,0,0,0,0,0,0,4,0,0,NaN,NaN,NaN,vertical,horizontal,horizontal,none,none,none
1c,3,100137,1,12,12,20,F,NA,variable,homogeneous,5,absent,0.804808855056763,1,horizontal,horizontal,1,0.917643628120422,red,4,NaN,725.445215295702,356.142287229426,NaN,NaN,716.980120613425,841.107236777826,1003.65205506206,753.462830903772,1008.88377129369,453.738008730483,725.445215295702,356.142287229426,545.03883773512,595.549636358493,0,0,0,0,0,4,0,NaN,horizontal,vertical,vertical,horizontal,vertical,none
1c,3,100137,1,13,13,20,F,NA,variable,homogeneous,6,present,1.00596404075623,1,vertical,vertical,1,1.03528941631317,red,6,4,636.089159529932,795.341332995339,712.784863451954,360.378381699593,887.215136548046,839.621618300407,1051.12597701811,644.280285305067,963.910840470068,404.658667004661,712.784863451954,360.378381699593,548.874022981887,555.719714694933,636.089159529932,795.341332995339,0,0,0,0,0,4,horizontal,vertical,vertical,vertical,vertical,vertical
