experiment,subject,uniqueID,block,trial,trial_cumulative,age,gender,color_cond_blocking,color_history,shape_type,set_size,distractor,rt,acc,target_orient,response_key,response_made,iti,target_color,target_item,distractor_item,target_X,target_Y,distractor_X,distractor_Y,item1_X,item1_Y,item2_X,item2_Y,item3_X,item3_Y,item4_X,item4_Y,item5_X,item5_Y,item6_X,item6_Y,item1_shape,item2_shape,item3_shape,item4_shape,item5_shape,item6_shape,item1_line,item2_line,item3_line,item4_line,item5_line,item6_line
1c,20,100161,1,1,1,20,M,NA,variable,homogeneous,6,present,1.51376509666443,1,vertical,vertical,1,0.776465106010437,green,2,6,1050.31493177915,648.656293821019,632.704947607421,792.450942956807,883.019879386575,841.107236777826,1050.31493177915,648.656293821019,967.295052392579,407.549057043193,716.980120613425,358.892763222174,549.685068220846,551.343706178981,632.704947607421,792.450942956807,0,4,0,0,0,0,vertical,vertical,horizontal,vertical,horizontal,horizontal
1c,20,100161,1,2,2,20,M,NA,variable,homogeneous,3,present,NaN,0,horizontal,none,0,0.611764340400696,green,2,3,1000.94274216971,443.006323791957,563.568117085469,504.475318678942,835.489140744817,852.518357529101,1000.94274216971,443.006323791957,563.568117085469,504.475318678942,0,0,0,0,0,0,0,4,0,NaN,NaN,NaN,horizontal,horizontal,horizontal,none,none,none
1c,20,100161,1,3,3,20,M,NA,variable,homogeneous,6,absent,1.80122494697571,1,horizontal,horizontal,1,0.635293021202087,red,1,NaN,895.524681321058,836.431882914531,NaN,NaN,895.524681321058,836.431882914531,1052.5183575291,635.489140744817,956.993676208043,399.057257830286,704.475318678942,363.568117085469,547.481642470899,564.510859255183,643.006323791957,800.942742169714,4,0,0,0,0,0,horizontal,vertical,horizontal,horizontal,vertical,horizontal
1c,20,100161,1,4,4,20,M,NA,variable,homogeneous,5,present,0.991467952728271,1,vertical,vertical,1,0.717643404006958,red,1,3,696.282156015671,832.954091698863,1020.83647796503,472.5,696.282156015671,832.954091698863,989.501930496736,770.628304621509,1020.83647796503,472.5,746.982518841471,350.57236181288,546.39691668109,573.345241866748,0,0,4,0,0,0,0,NaN,vertical,horizontal,horizontal,horizontal,vertical,none
1c,20,100161,1,5,5,20,M,NA,variable,homogeneous,3,present,0.810923099517822,1,horizontal,horizontal,1,0.96469455242157,green,1,3,865.998856501143,846.311085703712,553.688914296288,534.001143498857,865.998856501143,846.311085703712,980.31222920257,419.68777079743,553.688914296288,534.001143498857,0,0,0,0,0,0,4,0,0,NaN,NaN,NaN,horizontal,vertical,vertical,none,none,none
1c,20,100161,1,6,6,20,M,NA,variable,homogeneous,4,absent,1.13973307609558,1,vertical,vertical,1,1.02351625442505,red,4,NaN,556.142287229426,674.554784704298,NaN,NaN,874.554784704298,843.857712770574,1043.85771277057,525.445215295702,725.445215295702,356.142287229426,556.142287229426,674.554784704298,0,0,0,0,0,0,0,4,NaN,NaN,vertical,vertical,horizontal,vertical,none,none
1c,20,100161,1,7,7,20,M,NA,variable,homogeneous,6,absent,0.88392186164856,1,horizontal,horizontal,1,0.647057361602783,green,1,NaN,708.616172865948,838.063008756786,NaN,NaN,708.616172865948,838.063008756786,960.476699717708,798.172220171528,1051.86052685176,560.109211414741,891.383827134052,361.936991243214,639.523300282292,401.827779828472,548.13947314824,639.890788585259,4,0,0,0,0,0,horizontal,horizontal,horizontal,vertical,vertical,horizontal
1c,20,100161,1,8,8,20,M,NA,variable,homogeneous,4,present,0.987377882003784,1,horizontal,horizontal,1,0.882344169616699,green,4,3,593.700666434388,450.114760665419,949.885239334581,393.700666434388,650.114760665419,806.299333565612,1006.29933356561,749.885239334581,949.885239334581,393.700666434388,593.700666434388,450.114760665419,0,0,0,0,0,0,0,4,NaN,NaN,vertical,vertical,vertical,horizontal,none,none
1c,20,100161,1,9,9,20,M,NA,variable,homogeneous,6,absent,0.712608814239502,1,vertical,vertical,1,0.658821702003479,red,2,NaN,1038.06300875679,691.383827134052,NaN,NaN,839.890788585259,851.86052685176,1038.06300875679,691.383827134052,998.172220171528,439.523300282291,760.109211414741,348.13947314824,561.936991243214,508.616172865948,601.827779828472,760.476699717708,0,4,0,0,0,0,vertical,vertical,vertical,horizontal,vertical,vertical
1c,20,100161,1,10,10,20,M,NA,variable,homogeneous,3,absent,0.839725971221924,1,vertical,vertical,1,0.635293021202087,green,3,NaN,545.03883773512,595.549636358493,NaN,NaN,923.626453162816,823.028025320546,931.334709102064,381.422338320961,545.03883773512,595.549636358493,0,0,0,0,0,0,0,0,4,NaN,NaN,NaN,vertical,vertical,vertical,none,none,none
1c,20,100161,1,11,11,20,M,NA,variable,homogeneous,5,absent,0.701859951019287,1,horizontal,horizontal,1,1.05880927562714,red,4,NaN,657.405809614959,388.595418998464,NaN,NaN,791.100628340862,854.844660889869,1039.62161830041,687.215136548046,956.993676208043,399.057257830286,657.405809614959,388.595418998464,554.878267535729,670.287525733335,0,0,0,0,0,4,0,NaN,vertical,vertical,vertical,horizontal,horizontal,none
1c,20,100161,1,12,12,20,M,NA,variable,homogeneous,6,absent,0.884975910186768,1,vertical,vertical,1,0.647057361602783,red,6,NaN,545,600,NaN,NaN,672.5,820.836477965032,927.5,820.836477965032,1055,600,927.5,379.163522034968,672.5,379.163522034968,545,600,0,0,0,0,0,4,vertical,vertical,vertical,horizontal,vertical,vertical
1c,20,100161,1,13,13,20,M,NA,variable,homogeneous,6,absent,0.662240982055664,1,horizontal,horizontal,1,0.976458892822266,green,1,NaN,865.998856501143,846.311085703712,NaN,NaN,865.998856501143,846.311085703712,1046.31108570371,665.998856501143,980.31222920257,419.68777079743,734.001143498857,353.688914296288,553.688914296288,534.001143498857,619.68777079743,780.31222920257,4,0,0,0,0,0,horizontal,horizontal,horizontal,vertical,horizontal,horizontal
1c,20,100161,1,14,14,20,M,NA,variable,homogeneous,3,present,0.74240517616272,1,horizontal,horizontal,1,0.929401531219482,red,3,2,546.900731331463,568.923317431687,953.462830903772,396.34794493794,899.636437764765,834.728737630372,953.462830903772,396.34794493794,546.900731331463,568.923317431687,0,0,0,0,0,0,0,0,4,NaN,NaN,NaN,vertical,horizontal,horizontal,none,none,none
1c,20,100161,1,15,15,20,M,NA,variable,homogeneous,4,absent,0.895347118377686,1,vertical,vertical,1,0.894108510017395,green,2,NaN,1049.42763818712,653.017481158529,NaN,NaN,746.982518841471,849.42763818712,1049.42763818712,653.017481158529,853.017481158529,350.57236181288,550.57236181288,546.982518841471,0,0,0,0,0,4,0,0,NaN,NaN,vertical,vertical,horizontal,horizontal,none,none
