Name,Coef.,Std. Error,z,Pr(>|z|),n_subj,n_present,n_absent,beta_0,beta_1,tau_0,tau_1,rho,sigma
category: present,16.03717770128271,14.281021785419174,1.122971307113092,0.261449680716271,2,150,150,650,30,80,15,0.35,175
(Intercept),665.2411595243418,21.441460652808573,31.025925439328837,2.4103675978051867e-211,2,150,150,650,30,80,15,0.35,175
category: present,49.52497525383499,14.699380925047393,3.369187825416893,0.0007539003620750019,2,150,150,650,30,80,15,0.35,175
(Intercept),647.4625753914636,46.3643495937099,13.964664253142088,2.561095176780743e-44,2,150,150,650,30,80,15,0.35,175
category: present,-4.5891485367959435,26.63953953985606,-0.17226831304385,0.863226594440404,2,150,150,650,30,80,15,0.35,175
(Intercept),631.5650841954587,11.561448352509437,54.62681360838118,0.0,2,150,150,650,30,80,15,0.35,175
category: present,24.353741267275,15.074276971584565,1.6155827117401709,0.10618456423000919,2,150,150,650,30,80,15,0.35,175
(Intercept),584.6006355907256,48.51443550682938,12.050034788273097,1.9386809272715045e-33,2,150,150,650,30,80,15,0.35,175
category: present,-6.502305181279588,14.65532376549059,-0.44368212434793125,0.6572724211675425,2,150,150,650,30,80,15,0.35,175
(Intercept),647.457485353808,26.577276599463765,24.361317945077616,4.3985516671352866e-131,2,150,150,650,30,80,15,0.35,175
category: present,50.891861683432104,15.202227638237881,3.347658178425427,0.0008149746417595851,2,150,150,650,30,80,15,0.35,175
(Intercept),592.4262389225341,15.066044492348206,39.32194938249503,0.0,2,150,150,650,30,80,15,0.35,175
category: present,51.32689950361637,22.222077990098548,2.309725468810163,0.020903357851184693,2,150,150,650,30,80,15,0.35,175
(Intercept),637.1213778876545,10.799806742774656,58.99377582047057,0.0,2,150,150,650,30,80,15,0.35,175
category: present,66.29780143225139,14.240357505453826,4.655627599718645,3.2299529120636887e-6,2,150,150,650,30,80,15,0.35,175
(Intercept),610.4842299869553,14.316303010712902,42.642589328413166,0.0,2,150,150,650,30,80,15,0.35,175
category: present,18.103868105626994,21.501515128991656,0.8419810416623417,0.39979856537792774,2,150,150,650,30,80,15,0.35,175
(Intercept),536.8278355819713,31.819377680403083,16.87109788802038,7.341900283489423e-64,2,150,150,650,30,80,15,0.35,175
category: present,34.061178743390066,14.28609025447979,2.384219764585994,0.017115377985057488,2,150,150,650,30,80,15,0.35,175
(Intercept),658.7166832873645,24.609205084538484,26.76708495965293,7.81207708571607e-158,2,150,150,650,30,80,15,0.35,175
category: present,27.63717910364597,20.405262040028592,1.354414319670616,0.17560423163801006,2,150,150,650,30,80,15,0.35,175
(Intercept),502.0513290859786,9.959259973653085,50.41050544057891,0.0,2,150,150,650,30,80,15,0.35,175
category: present,25.973182603209867,22.758965125112457,1.1412286305826276,0.2537747929141912,2,150,150,650,30,80,15,0.35,175
(Intercept),717.316041600927,10.200486720801775,70.32174652392908,0.0,2,150,150,650,30,80,15,0.35,175
category: present,29.476116728551773,14.425666663963705,2.043310539136823,0.04102170696689,2,150,150,650,30,80,15,0.35,175
(Intercept),591.8860216484954,10.295844824725036,57.4878537628215,0.0,2,150,150,650,30,80,15,0.35,175
category: present,36.61540988178046,19.92107171527255,1.8380240985583693,0.06605885435506424,2,150,150,650,30,80,15,0.35,175
(Intercept),723.5669238984503,10.323170733014706,70.09153898660213,0.0,2,150,150,650,30,80,15,0.35,175
category: present,28.43471369938091,18.131942602049023,1.5682111025526637,0.11683187418113875,2,150,150,650,30,80,15,0.35,175
(Intercept),631.8452802220593,17.426723493452606,36.25726204122363,7.63536787709243e-288,2,150,150,650,30,80,15,0.35,175
category: present,46.50207678736583,17.789239911603097,2.614056419410853,0.008947426006676648,2,150,150,650,30,80,15,0.35,175
(Intercept),625.7973766435377,10.854649121049103,57.652474038060326,0.0,2,150,150,650,30,80,15,0.35,175
category: present,21.611452310275915,14.533063333066234,1.4870541616029866,0.13700050670541197,2,150,150,650,30,80,15,0.35,175
(Intercept),685.0798476756537,21.855566331887847,31.34578337034919,1.1105341985479665e-215,2,150,150,650,30,80,15,0.35,175
category: present,14.4616605164506,14.492437104191497,0.9978763690661803,0.318339312135021,2,150,150,650,30,80,15,0.35,175
(Intercept),591.7770132064675,17.579873876545502,33.66218764492942,2.068073395227141e-248,2,150,150,650,30,80,15,0.35,175
category: present,47.17661291034083,27.636777819801864,1.7070229104833847,0.0878177941416493,2,150,150,650,30,80,15,0.35,175
(Intercept),638.7538119322099,72.72176640146576,8.783529932509111,1.5842270209943155e-18,2,150,150,650,30,80,15,0.35,175
category: present,21.4935978265193,15.238565744656439,1.4104738061753779,0.15839982556434068,2,150,150,650,30,80,15,0.35,175
(Intercept),718.0383290042193,57.93744667484838,12.393337473671098,2.839741669899276e-35,2,150,150,650,30,80,15,0.35,175
category: present,31.482329284204678,17.095700516210584,1.8415349084029824,0.06554320985420883,2,150,150,650,30,80,15,0.35,175
(Intercept),563.1351339757961,10.276361771366384,54.799076414854504,0.0,2,150,150,650,30,80,15,0.35,175
category: present,22.868321616562767,18.703211954598814,1.2226948864224265,0.22144495910340728,2,150,150,650,30,80,15,0.35,175
(Intercept),628.7652260205788,9.794186738071565,64.19779843245873,0.0,2,150,150,650,30,80,15,0.35,175
category: present,42.411510709337136,13.851071717396943,3.0619660034008986,0.0021988842495613073,2,150,150,650,30,80,15,0.35,175
(Intercept),712.4602074221393,58.90492574778142,12.09508709802547,1.1212327959679422e-33,2,150,150,650,30,80,15,0.35,175
category: present,34.752307520594606,14.981607314361373,2.3196648257681294,0.020359016040530187,2,150,150,650,30,80,15,0.35,175
(Intercept),701.9427967039692,75.47551809922442,9.300271324817608,1.4008773932357962e-20,2,150,150,650,30,80,15,0.35,175
category: present,18.80206646278111,17.318886999946606,1.0856394214500664,0.27763855164291096,2,150,150,650,30,80,15,0.35,175
(Intercept),532.6396387084881,9.974515904691085,53.400049064835706,0.0,2,150,150,650,30,80,15,0.35,175
category: present,15.579716457725148,14.106095675247206,1.1044669493532353,0.26939063287420034,2,150,150,650,30,80,15,0.35,175
(Intercept),566.4806086885244,16.570282567610622,34.18653884610303,3.8327690650364146e-256,2,150,150,650,30,80,15,0.35,175
category: present,20.307715479597324,13.946681267220818,1.456096621877133,0.14536591128025816,2,150,150,650,30,80,15,0.35,175
(Intercept),567.5404034589515,43.50253962759402,13.046144163476743,6.684586848901291e-39,2,150,150,650,30,80,15,0.35,175
category: present,45.473661627062654,14.315908672389103,3.1764425624457275,0.0014909331026329614,2,150,150,650,30,80,15,0.35,175
(Intercept),587.3032785509043,10.034640661801934,58.52758442926062,0.0,2,150,150,650,30,80,15,0.35,175
category: present,31.998112179551843,14.191124917466086,2.254797443166,0.024146045850387505,2,150,150,650,30,80,15,0.35,175
(Intercept),670.1497081974127,79.98265455465592,8.378688003402885,5.3520939327999386e-17,2,150,150,650,30,80,15,0.35,175
category: present,22.954099524120405,24.239146136369694,0.9469846584108367,0.34364659654370655,2,150,150,650,30,80,15,0.35,175
(Intercept),658.8882022221378,35.10060974750757,18.771417561169983,1.2938649235780203e-78,2,150,150,650,30,80,15,0.35,175
category: present,38.46648288399811,14.419597979109145,2.667652935936748,0.007638311651774354,2,150,150,650,30,80,15,0.35,175
(Intercept),647.7521110773737,12.249411984676147,52.88026167196458,0.0,2,150,150,650,30,80,15,0.35,175
category: present,28.905634026438726,14.997146703369804,1.9274088997171532,0.05392869138021764,2,150,150,650,30,80,15,0.35,175
(Intercept),678.7588383075196,12.44354792665437,54.54705059266918,0.0,2,150,150,650,30,80,15,0.35,175
category: present,20.90366381668881,16.116436586585586,1.2970400562421995,0.19461740480791723,2,150,150,650,30,80,15,0.35,175
(Intercept),669.50198888907,12.800154599464129,52.30421114734804,0.0,2,150,150,650,30,80,15,0.35,175
category: present,55.67711772811237,16.163031751738533,3.444719937651772,0.0005716513558468949,2,150,150,650,30,80,15,0.35,175
(Intercept),712.097824747869,82.22244531063039,8.660625721572929,4.691816604132058e-18,2,150,150,650,30,80,15,0.35,175
category: present,51.72333493186947,19.083485592465415,2.710371471776152,0.006720789057370221,2,150,150,650,30,80,15,0.35,175
(Intercept),664.1855998143575,10.322856776991022,64.3412588359052,0.0,2,150,150,650,30,80,15,0.35,175
category: present,-0.4975508558980581,22.277331259838917,-0.02233440128418936,0.9821812074641763,2,150,150,650,30,80,15,0.35,175
(Intercept),734.625162137372,17.238605685689272,42.615114907305134,0.0,2,150,150,650,30,80,15,0.35,175
category: present,14.580147724634141,15.551276688282089,0.937553103638128,0.3484741213212288,2,150,150,650,30,80,15,0.35,175
(Intercept),742.7175248351334,67.70438987093408,10.970005434669558,5.326919347472677e-28,2,150,150,650,30,80,15,0.35,175
category: present,19.837667711651022,17.182047934453873,1.1545578144891584,0.24827155030570003,2,150,150,650,30,80,15,0.35,175
(Intercept),541.7386573801302,42.723789794906395,12.680023471249202,7.630901377120195e-37,2,150,150,650,30,80,15,0.35,175
category: present,54.78180822029853,16.033420839841448,3.41672614768342,0.0006337899914925484,2,150,150,650,30,80,15,0.35,175
(Intercept),735.6237014702048,16.233799321587302,45.31432765045892,0.0,2,150,150,650,30,80,15,0.35,175
category: present,37.161278509203115,20.767312517629453,1.7894120135986185,0.07354848597507345,2,150,150,650,30,80,15,0.35,175
(Intercept),609.3823133731577,83.22072762677143,7.322482400131339,2.4342525084507484e-13,2,150,150,650,30,80,15,0.35,175
category: present,33.898040710741896,15.233827679396828,2.2251821028924796,0.02606901580701748,2,150,150,650,30,80,15,0.35,175
(Intercept),663.1125801232722,10.448242359755191,63.46642404443701,0.0,2,150,150,650,30,80,15,0.35,175
category: present,9.733744199658359,33.601852937813476,0.28967879294253435,0.7720619818027447,2,150,150,650,30,80,15,0.35,175
(Intercept),604.2427276437206,9.979338469718977,60.54937704309937,0.0,2,150,150,650,30,80,15,0.35,175
category: present,23.968859431569534,19.21125642724384,1.2476466347916135,0.21216049224816352,2,150,150,650,30,80,15,0.35,175
(Intercept),500.6280950569594,23.80216231476513,21.032882997626068,3.280937616241918e-98,2,150,150,650,30,80,15,0.35,175
category: present,24.225500770349957,15.37301920611035,1.5758453460281239,0.11506144906107016,2,150,150,650,30,80,15,0.35,175
(Intercept),610.2462065661941,53.92604216237468,11.316354438338061,1.0890726061839973e-29,2,150,150,650,30,80,15,0.35,175
category: present,16.181892019939653,16.59100015086783,0.975341563063829,0.32939086010165874,2,150,150,650,30,80,15,0.35,175
(Intercept),666.0699362100269,9.886880529381314,67.36906896271631,0.0,2,150,150,650,30,80,15,0.35,175
category: present,35.75853213105863,16.44947743961756,2.1738400056974694,0.029717152927306863,2,150,150,650,30,80,15,0.35,175
(Intercept),705.8164871103413,35.81091738986571,19.709533811331053,1.786046962137007e-86,2,150,150,650,30,80,15,0.35,175
category: present,46.38952581491936,17.925758243147946,2.5878696558150662,0.009657151561207047,2,150,150,650,30,80,15,0.35,175
(Intercept),594.9251195233171,48.24673345447491,12.330889097076012,6.176146603519471e-35,2,150,150,650,30,80,15,0.35,175
category: present,3.434370275395142,19.446990234547876,0.17660163521314115,0.8598213095609766,2,150,150,650,30,80,15,0.35,175
(Intercept),620.1675150274946,9.924936934690233,62.48578898872878,0.0,2,150,150,650,30,80,15,0.35,175
category: present,35.84714868470387,14.035980418736582,2.5539469004139983,0.010650949808664774,2,150,150,650,30,80,15,0.35,175
(Intercept),612.1830505177811,26.32044335961875,23.258842647650923,1.1576922895577236e-119,2,150,150,650,30,80,15,0.35,175
category: present,26.837342581778344,15.18652809086464,1.7671809133202854,0.07719793512981568,2,150,150,650,30,80,15,0.35,175
(Intercept),691.436994766926,56.87995742007804,12.156074408783853,5.325698474917258e-34,2,150,150,650,30,80,15,0.35,175
category: present,30.59280905285738,14.884918753303815,2.055288951178661,0.039851103866670186,2,150,150,650,30,80,15,0.35,175
(Intercept),518.1586564287796,9.482337638665717,54.644611505490644,0.0,2,150,150,650,30,80,15,0.35,175
category: present,41.31472584341869,13.410050491601933,3.0808777244569,0.0020639138679307326,2,150,150,650,30,80,15,0.35,175
(Intercept),539.5158443304837,10.11040788250222,53.36242123962255,0.0,2,150,150,650,30,80,15,0.35,175
category: present,26.365323881525466,15.6634349627027,1.6832402307862726,0.09232859562009009,2,150,150,650,30,80,15,0.35,175
(Intercept),676.0228336427566,10.174014713723496,66.44602476649507,0.0,2,150,150,650,30,80,15,0.35,175
category: present,31.52778328501289,19.4733102062756,1.6190253711899756,0.10544180435347435,2,150,150,650,30,80,15,0.35,175
(Intercept),531.8408979326236,12.766963013258437,41.65758899593499,0.0,2,150,150,650,30,80,15,0.35,175
category: present,22.49350586133463,14.989765681407972,1.5005908924402773,0.13346140842261292,2,150,150,650,30,80,15,0.35,175
(Intercept),735.4272112742469,74.98457895651185,9.807712752521638,1.0430594776701025e-22,2,150,150,650,30,80,15,0.35,175
category: present,35.3243413000641,16.01816348589208,2.2052678717616936,0.027435302947259925,2,150,150,650,30,80,15,0.35,175
(Intercept),642.9421084313358,9.655383807281547,66.58897473826623,0.0,2,150,150,650,30,80,15,0.35,175
category: present,35.48650470281411,13.654774730187533,2.5988348694147034,0.009354075896618094,2,150,150,650,30,80,15,0.35,175
(Intercept),604.2827538068575,24.539848495627513,24.624551122005826,6.896167017909546e-134,2,150,150,650,30,80,15,0.35,175
category: present,14.437953072076313,14.313820500279258,1.0086722180004026,0.31313185987032643,2,150,150,650,30,80,15,0.35,175
(Intercept),687.9935791728554,44.04219659343337,15.621236731762702,5.218354459943484e-55,2,150,150,650,30,80,15,0.35,175
category: present,17.344842715637455,14.93960999201276,1.1609970223393125,0.24564311037446845,2,150,150,650,30,80,15,0.35,175
(Intercept),657.0057417521157,23.963112638461325,27.41737902185574,1.7021800196909996e-165,2,150,150,650,30,80,15,0.35,175
category: present,32.88468133380208,18.082557592285333,1.8185857374419125,0.06897465540061426,2,150,150,650,30,80,15,0.35,175
(Intercept),686.4018739404594,60.434592044249676,11.357764662957962,6.78587688449629e-30,2,150,150,650,30,80,15,0.35,175
category: present,28.65715785218193,14.588759002707562,1.9643314312659068,0.04949166893262582,2,150,150,650,30,80,15,0.35,175
(Intercept),551.8693802384503,78.60886660389315,7.020446981118522,2.2115957384390745e-12,2,150,150,650,30,80,15,0.35,175
category: present,36.83433058484604,16.49857841600689,2.2325760229808314,0.025576916726651577,2,150,150,650,30,80,15,0.35,175
(Intercept),679.9989468054625,75.05368857866856,9.06016692427731,1.302510740279893e-19,2,150,150,650,30,80,15,0.35,175
category: present,18.409903667168855,17.65431959352602,1.0427988215371333,0.29704147726414526,2,150,150,650,30,80,15,0.35,175
(Intercept),783.9401510142153,19.109405088285712,41.02378631843331,0.0,2,150,150,650,30,80,15,0.35,175
category: present,14.274914186858824,17.94500065881569,0.7954813966443688,0.4263335282712263,2,150,150,650,30,80,15,0.35,175
(Intercept),679.3528461544996,62.62174514330975,10.848513477224275,2.0269500688348126e-27,2,150,150,650,30,80,15,0.35,175
category: present,41.91005588184761,23.12126823340361,1.8126192498947606,0.06989056670321594,2,150,150,650,30,80,15,0.35,175
(Intercept),650.5015934045192,55.74123071863343,11.670025670729702,1.8136851006390453e-31,2,150,150,650,30,80,15,0.35,175
category: present,33.16181458040423,14.075009091276042,2.356077666831388,0.018469055726586144,2,150,150,650,30,80,15,0.35,175
(Intercept),674.5601976950951,10.070248598988812,66.98545632357379,0.0,2,150,150,650,30,80,15,0.35,175
category: present,22.87340611379343,14.24148214540732,1.6061113499461,0.1082494465311285,2,150,150,650,30,80,15,0.35,175
(Intercept),639.2253469410581,28.056988392714143,22.78310622629236,6.743594188065147e-115,2,150,150,650,30,80,15,0.35,175
category: present,9.811448199133974,14.538705419367753,0.674850195813421,0.4997709455037608,2,150,150,650,30,80,15,0.35,175
(Intercept),575.4747121203551,42.822084216969,13.438736638893282,3.58505003014111e-41,2,150,150,650,30,80,15,0.35,175
category: present,23.26796618165106,14.025993393561981,1.6589175204040238,0.09713241364408057,2,150,150,650,30,80,15,0.35,175
(Intercept),712.5724195204067,26.852875866882297,26.536167785262197,3.7094141929780372e-155,2,150,150,650,30,80,15,0.35,175
category: present,11.854447490455962,15.447036627576516,0.7674253500048706,0.44282866124237064,2,150,150,650,30,80,15,0.35,175
(Intercept),599.7257393338517,102.52169300838479,5.849744788010893,4.9232783325817144e-9,2,150,150,650,30,80,15,0.35,175
category: present,36.43174669324669,14.549510738069646,2.503984315975718,0.012280347783520424,2,150,150,650,30,80,15,0.35,175
(Intercept),717.4674245196546,39.469003590238565,18.177996890124128,7.709894075240187e-74,2,150,150,650,30,80,15,0.35,175
category: present,35.617308014505824,15.147608273901435,2.351348633425691,0.01870549849576855,2,150,150,650,30,80,15,0.35,175
(Intercept),541.8390166846104,32.246708199845145,16.802924916448138,2.3230073908449383e-63,2,150,150,650,30,80,15,0.35,175
category: present,24.368280006015283,20.057695021140496,1.2149092894438518,0.22440069038909644,2,150,150,650,30,80,15,0.35,175
(Intercept),583.3349933926874,18.676155845473787,31.234211056022005,3.6579832748668916e-214,2,150,150,650,30,80,15,0.35,175
category: present,38.40331915054259,14.655721570246646,2.6203635874542814,0.008783606329635573,2,150,150,650,30,80,15,0.35,175
(Intercept),537.6862224519551,66.4944689027541,8.08617966763977,6.156534774468215e-16,2,150,150,650,30,80,15,0.35,175
category: present,20.285386316826873,15.043101234229603,1.3484843318523172,0.17750265622393277,2,150,150,650,30,80,15,0.35,175
(Intercept),662.4511940672742,9.950919892448777,66.57185478600557,0.0,2,150,150,650,30,80,15,0.35,175
category: present,33.128515814839794,14.072725878656904,2.354093734255383,0.01856792824899026,2,150,150,650,30,80,15,0.35,175
(Intercept),756.7014775044807,34.68421570207657,21.81688304571282,1.6042820771326401e-105,2,150,150,650,30,80,15,0.35,175
category: present,33.82363639554983,17.28266029755993,1.957085067530099,0.05033746774363691,2,150,150,650,30,80,15,0.35,175
(Intercept),634.8915275922046,67.24663544712845,9.44123855968047,3.683986556400697e-21,2,150,150,650,30,80,15,0.35,175
category: present,5.672679172427619,22.573175762386935,0.25130177659272246,0.8015808017075373,2,150,150,650,30,80,15,0.35,175
(Intercept),661.9729528285617,33.150932487293254,19.96845648556932,1.0360582812332318e-88,2,150,150,650,30,80,15,0.35,175
category: present,43.623810527145444,13.966125357527666,3.1235442479851754,0.0017868699569673263,2,150,150,650,30,80,15,0.35,175
(Intercept),639.4746821384973,23.534606958551798,27.171674600927663,1.4042711872284298e-162,2,150,150,650,30,80,15,0.35,175
category: present,3.0854948654124534,15.998975712695158,0.19285577532092377,0.8470719209323909,2,150,150,650,30,80,15,0.35,175
(Intercept),645.545429280856,12.449575555226147,51.85280625971747,0.0,2,150,150,650,30,80,15,0.35,175
category: present,53.83393270860529,15.193878793859106,3.5431329576199655,0.00039540329810222,2,150,150,650,30,80,15,0.35,175
(Intercept),653.5391675954,33.045148766029904,19.777159189769847,4.683429857380437e-87,2,150,150,650,30,80,15,0.35,175
category: present,42.22862501930318,20.489668251097253,2.0609716322294176,0.039305746516119004,2,150,150,650,30,80,15,0.35,175
(Intercept),646.5322598766563,10.159654591190868,63.63722841889182,0.0,2,150,150,650,30,80,15,0.35,175
category: present,41.68868896458039,20.831455701380097,2.0012374344928037,0.045366808572250644,2,150,150,650,30,80,15,0.35,175
(Intercept),636.9359354706054,53.379586640497784,11.932200594962602,8.041906551431568e-33,2,150,150,650,30,80,15,0.35,175
category: present,31.484917995305793,14.751293744270658,2.134383501618928,0.03281140098941851,2,150,150,650,30,80,15,0.35,175
(Intercept),571.7634602938112,10.114953972754357,56.526550870514434,0.0,2,150,150,650,30,80,15,0.35,175
category: present,34.24436116155615,14.30470509104893,2.393922904638161,0.016669252163642588,2,150,150,650,30,80,15,0.35,175
(Intercept),641.0496657769343,18.191002087130133,35.23993140710304,4.8938908633374395e-272,2,150,150,650,30,80,15,0.35,175
category: present,32.603498416004285,23.97813765868409,1.359717709527636,0.17391927174450467,2,150,150,650,30,80,15,0.35,175
(Intercept),646.2872570225918,71.5042779986312,9.038441826305325,1.589208620814473e-19,2,150,150,650,30,80,15,0.35,175
category: present,54.053204967781696,16.441262172849726,3.2876554366393136,0.001010254025041999,2,150,150,650,30,80,15,0.35,175
(Intercept),703.3353481247109,18.028727249168405,39.01192460256189,0.0,2,150,150,650,30,80,15,0.35,175
category: present,40.409919346718524,14.172912639034571,2.8512078198677986,0.0043553493274242775,2,150,150,650,30,80,15,0.35,175
(Intercept),683.8580120545785,106.66647170671841,6.41118058104387,1.4439703400435818e-10,2,150,150,650,30,80,15,0.35,175
category: present,36.36656166830519,15.729691411948588,2.3119691744671114,0.020779382102064006,2,150,150,650,30,80,15,0.35,175
(Intercept),689.2608028539106,9.992289331002874,68.97926791564723,0.0,2,150,150,650,30,80,15,0.35,175
