Name,Coef.,Std. Error,z,Pr(>|z|),n_subj,n_present,n_absent,beta_0,beta_1,tau_0,tau_1,rho,sigma
(Intercept),706.7746436899082,11.184587172717755,63.19184005413481,0.0,2,150,150,650,30,80,15,0.35,175
category: present,30.494315722068748,14.866047052279663,2.0512726493350186,0.040240402445995055,2,150,150,650,30,80,15,0.35,175
(Intercept),688.0136375859644,9.838019733508148,69.93415913190337,0.0,2,150,150,650,30,80,15,0.35,175
category: present,26.260375796649022,13.913060934023674,1.8874621423119498,0.059098193660560565,2,150,150,650,30,80,15,0.35,175
(Intercept),731.361476790901,9.6882391120781,75.48961873568228,0.0,2,150,150,650,30,80,15,0.35,175
category: present,44.73865936086376,13.701239147814409,3.2653002314758055,0.0010934810672053573,2,150,150,650,30,80,15,0.35,175
(Intercept),655.3820303544275,74.96722998971215,8.742246851649265,2.2851950183769305e-18,2,150,150,650,30,80,15,0.35,175
category: present,28.031286756363166,14.814978949547564,1.8920908934007776,0.05847887145295434,2,150,150,650,30,80,15,0.35,175
(Intercept),657.3682004758533,54.895442278365806,11.974914003651646,4.809360276638203e-33,2,150,150,650,30,80,15,0.35,175
category: present,30.076926725961506,16.163825295278183,1.8607554942299243,0.06277871311882,2,150,150,650,30,80,15,0.35,175
(Intercept),603.9113168722822,10.455305446491744,57.76123136363495,0.0,2,150,150,650,30,80,15,0.35,175
category: present,10.826276231451581,26.395195233825135,0.41016086964107146,0.6816879433679957,2,150,150,650,30,80,15,0.35,175
(Intercept),718.030569497021,39.483941900428,18.185382080334733,6.7384198002413065e-74,2,150,150,650,30,80,15,0.35,175
category: present,75.8758254796938,20.11518276317681,3.7720674165880985,0.00016190049544837545,2,150,150,650,30,80,15,0.35,175
(Intercept),635.8745688505464,9.567556363961897,66.46154406214887,0.0,2,150,150,650,30,80,15,0.35,175
category: present,14.122643558853305,13.530567968709304,1.0437583693096424,0.29659719697723586,2,150,150,650,30,80,15,0.35,175
(Intercept),725.752905286135,70.11793681408052,10.350460071443448,4.164795973967237e-25,2,150,150,650,30,80,15,0.35,175
category: present,13.492470223165808,13.958950638613189,0.9665819854569151,0.3337530437389631,2,150,150,650,30,80,15,0.35,175
(Intercept),678.821951055308,47.78947743014472,14.204422972558381,8.600817485554572e-46,2,150,150,650,30,80,15,0.35,175
category: present,25.770499328510624,16.260795140883367,1.5848240572023247,0.11300631487534271,2,150,150,650,30,80,15,0.35,175
(Intercept),631.1208271868019,33.91670039335458,18.607966573023702,2.769297131194547e-77,2,150,150,650,30,80,15,0.35,175
category: present,29.35002285706157,17.311471554200256,1.695408894915142,0.08999787970729965,2,150,150,650,30,80,15,0.35,175
(Intercept),664.2668834659939,10.141737326616592,65.4983324920723,0.0,2,150,150,650,30,80,15,0.35,175
category: present,36.74238732162695,14.34258247332673,2.5617692901510387,0.010414047195762624,2,150,150,650,30,80,15,0.35,175
(Intercept),708.6483925233788,71.32561581803573,9.935398165103352,2.92007006990956e-23,2,150,150,650,30,80,15,0.35,175
category: present,49.70334901985547,15.777215454785782,3.150324539985838,0.0016308918552724934,2,150,150,650,30,80,15,0.35,175
(Intercept),767.9185480583089,12.692913423617055,60.499786174345296,0.0,2,150,150,650,30,80,15,0.35,175
category: present,26.518120765471735,19.248603518810814,1.3776646570519644,0.16830684817030314,2,150,150,650,30,80,15,0.35,175
(Intercept),650.7598007851528,38.08475856157442,17.08714523509508,1.8501208270433732e-65,2,150,150,650,30,80,15,0.35,175
category: present,26.015793404162704,21.920088246120702,1.1868471108352785,0.23528793232891276,2,150,150,650,30,80,15,0.35,175
(Intercept),602.3158591105328,26.881431576562314,22.406390723464547,3.409798162470532e-111,2,150,150,650,30,80,15,0.35,175
category: present,23.76856240633766,19.40585095282113,1.224814230724693,0.2206452219150803,2,150,150,650,30,80,15,0.35,175
(Intercept),733.1853394910698,10.651335234960612,68.83506370962336,0.0,2,150,150,650,30,80,15,0.35,175
category: present,29.464765031869792,37.9493919857429,0.7764225851876448,0.43749951360955747,2,150,150,650,30,80,15,0.35,175
(Intercept),673.1690695801391,10.055212677017053,66.9472731411027,0.0,2,150,150,650,30,80,15,0.35,175
category: present,32.28635389737329,14.630360208061933,2.206805125657957,0.027327676820645477,2,150,150,650,30,80,15,0.35,175
(Intercept),574.003722529287,44.3170030562479,12.952223366745978,2.2824628990831543e-38,2,150,150,650,30,80,15,0.35,175
category: present,29.69040793323528,14.583252008621807,2.035925040291557,0.04175788295639552,2,150,150,650,30,80,15,0.35,175
(Intercept),549.0080648012201,41.281789715465486,13.299037386345294,2.344674855033256e-40,2,150,150,650,30,80,15,0.35,175
category: present,44.33527121105753,16.625470922233642,2.666707693179801,0.007659826111187807,2,150,150,650,30,80,15,0.35,175
(Intercept),612.7086653907236,53.628562097985245,11.425043697260387,3.1349788259141933e-30,2,150,150,650,30,80,15,0.35,175
category: present,40.57531776687327,24.108405543968633,1.6830361382826613,0.09236809578775423,2,150,150,650,30,80,15,0.35,175
(Intercept),716.5224116712938,26.118422236488268,27.433602427572715,1.0902259287301695e-165,2,150,150,650,30,80,15,0.35,175
category: present,34.121920167050234,20.982701797773615,1.6261928752507346,0.10390863135292205,2,150,150,650,30,80,15,0.35,175
(Intercept),617.9028351355239,25.59000622580987,24.14625575637071,8.174462293713331e-129,2,150,150,650,30,80,15,0.35,175
category: present,33.44123224134622,29.306825817704315,1.1410731564502732,0.2538394808896251,2,150,150,650,30,80,15,0.35,175
(Intercept),652.9480837012931,10.109750916155765,64.58597141674947,0.0,2,150,150,650,30,80,15,0.35,175
category: present,54.44928581795059,15.058781667651141,3.6157829378001436,0.0002994412134805827,2,150,150,650,30,80,15,0.35,175
(Intercept),660.032090672228,26.59206281123055,24.820642736804853,5.3673591696311756e-136,2,150,150,650,30,80,15,0.35,175
category: present,1.6356659840926038,28.17879726869549,0.058045982889046326,0.9537120011990384,2,150,150,650,30,80,15,0.35,175
(Intercept),691.2151115297171,13.779421987679184,50.16285241483746,0.0,2,150,150,650,30,80,15,0.35,175
category: present,43.9913189743656,16.505612445685834,2.665233969301385,0.007693477579522823,2,150,150,650,30,80,15,0.35,175
(Intercept),515.4339159617745,54.61376939653556,9.437801522530894,3.806826160141658e-21,2,150,150,650,30,80,15,0.35,175
category: present,27.614067158139786,18.551513330258384,1.488507523162542,0.1366170996219309,2,150,150,650,30,80,15,0.35,175
(Intercept),595.4802066782814,15.940540395730576,37.356337482622074,2.0006438734073661e-305,2,150,150,650,30,80,15,0.35,175
category: present,30.271521837188295,24.518935513714066,1.2346181105724048,0.21697266554349295,2,150,150,650,30,80,15,0.35,175
(Intercept),672.6711307110954,22.787074441756435,29.51985488222444,1.6013354149064323e-191,2,150,150,650,30,80,15,0.35,175
category: present,7.090536218484928,19.163697749084704,0.36999833285429407,0.7113837325839514,2,150,150,650,30,80,15,0.35,175
(Intercept),747.5674357621572,9.945638273408063,75.16535542630277,0.0,2,150,150,650,30,80,15,0.35,175
category: present,42.92546556512436,14.065256554224431,3.051879316928059,0.002274135130425877,2,150,150,650,30,80,15,0.35,175
(Intercept),709.3597554575063,64.21303875234553,11.046973780408349,2.2672938816917705e-28,2,150,150,650,30,80,15,0.35,175
category: present,63.03194766395051,13.617964176923879,4.6285881534892255,3.681671373056154e-6,2,150,150,650,30,80,15,0.35,175
(Intercept),535.0997270596308,20.02741113508965,26.71836731419033,2.8798698301019597e-157,2,150,150,650,30,80,15,0.35,175
category: present,11.576101666750311,14.949626189221076,0.7743405433840793,0.4387294338704773,2,150,150,650,30,80,15,0.35,175
(Intercept),566.2502975932607,18.11225579209884,31.263377907917892,1.4689554115758577e-214,2,150,150,650,30,80,15,0.35,175
category: present,-14.635474805413795,27.815820064500052,-0.5261565099097086,0.5987794681593258,2,150,150,650,30,80,15,0.35,175
(Intercept),658.5546211318866,42.033544000044834,15.667358934359287,2.5287069187215303e-55,2,150,150,650,30,80,15,0.35,175
category: present,32.63481986847749,14.80406098902716,2.2044505148058073,0.027492676453539023,2,150,150,650,30,80,15,0.35,175
(Intercept),576.2466342125506,46.755641625470254,12.324643918449379,6.673762480307653e-35,2,150,150,650,30,80,15,0.35,175
category: present,11.103552308975868,14.754389182662315,0.7525592670432947,0.45171480257994984,2,150,150,650,30,80,15,0.35,175
(Intercept),627.1397228784879,10.091198745101252,62.147197644177936,0.0,2,150,150,650,30,80,15,0.35,175
category: present,24.16208599892083,14.271110125924855,1.6930768374513527,0.09044084251677043,2,150,150,650,30,80,15,0.35,175
(Intercept),615.7692287177654,9.65809947904874,63.756770165139635,0.0,2,150,150,650,30,80,15,0.35,175
category: present,32.46962751003665,13.658615270020277,2.3772268907306624,0.01744335491340472,2,150,150,650,30,80,15,0.35,175
(Intercept),549.0822885613278,90.8613897141857,6.043076055610918,1.5120333251630634e-9,2,150,150,650,30,80,15,0.35,175
category: present,50.572006168686976,14.405452633238012,3.510615560388647,0.0004470704407731571,2,150,150,650,30,80,15,0.35,175
(Intercept),647.5972803331474,39.28448696867184,16.484809407071705,4.717800989023186e-61,2,150,150,650,30,80,15,0.35,175
category: present,39.61577945495132,14.539302690476985,2.7247372379762775,0.0064352679311723655,2,150,150,650,30,80,15,0.35,175
(Intercept),672.8815414281341,28.93306383456352,23.256491095295203,1.222894974429571e-119,2,150,150,650,30,80,15,0.35,175
category: present,33.636263151808485,20.710770758904566,1.624095189086414,0.10435549458323301,2,150,150,650,30,80,15,0.35,175
(Intercept),715.1756732217862,21.915830024836186,32.63283537111353,1.4039746856009815e-233,2,150,150,650,30,80,15,0.35,175
category: present,18.48219489503773,14.719914196639634,1.2555912112080772,0.20926421948238177,2,150,150,650,30,80,15,0.35,175
(Intercept),617.8514236533964,10.029593981559186,61.60283504889658,0.0,2,150,150,650,30,80,15,0.35,175
category: present,13.754171205158144,14.555974907292432,0.9449158364698341,0.3447018458285083,2,150,150,650,30,80,15,0.35,175
(Intercept),716.8455292532462,17.47201918430078,41.02820181752988,0.0,2,150,150,650,30,80,15,0.35,175
category: present,81.63466519673155,19.195337064794742,4.252838328452894,2.110779684557009e-5,2,150,150,650,30,80,15,0.35,175
(Intercept),532.4319374070966,116.56657642857678,4.567620957224653,4.932910260754043e-6,2,150,150,650,30,80,15,0.35,175
category: present,13.302213653088652,19.589792204040368,0.6790380170722325,0.49711377402658985,2,150,150,650,30,80,15,0.35,175
(Intercept),686.4083487252415,34.399760107993956,19.953870217999896,1.387230588850405e-88,2,150,150,650,30,80,15,0.35,175
category: present,25.51866406115969,13.897664518864527,1.8361836283010684,0.06633050315970114,2,150,150,650,30,80,15,0.35,175
(Intercept),716.4864326120424,17.703203844149076,40.47213368380446,0.0,2,150,150,650,30,80,15,0.35,175
category: present,32.83402171344926,14.566827190769866,2.254026994584945,0.02419446979622258,2,150,150,650,30,80,15,0.35,175
(Intercept),679.4937514344388,32.769142800220436,20.73578047424139,1.6476062067065777e-95,2,150,150,650,30,80,15,0.35,175
category: present,23.957586353107835,14.953832076560728,1.6021034762494073,0.1091327294302517,2,150,150,650,30,80,15,0.35,175
(Intercept),629.0667598248253,44.061786336273556,14.276923659514697,3.047606599727602e-46,2,150,150,650,30,80,15,0.35,175
category: present,-13.149453572939954,15.645008273213628,-0.8404887580311222,0.4006344022006664,2,150,150,650,30,80,15,0.35,175
(Intercept),618.6388278992649,10.27589923058205,60.20288969535018,0.0,2,150,150,650,30,80,15,0.35,175
category: present,44.01842509511498,18.171620955585414,2.4223719613513635,0.015419558501053351,2,150,150,650,30,80,15,0.35,175
(Intercept),613.1568502919544,18.56775136735265,33.02267669148442,3.839524457544057e-239,2,150,150,650,30,80,15,0.35,175
category: present,16.681867728286523,16.96691972337708,0.9831995435978982,0.32550923938304366,2,150,150,650,30,80,15,0.35,175
(Intercept),589.6933052739872,34.430176513940474,17.127222831263314,9.298882541158102e-66,2,150,150,650,30,80,15,0.35,175
category: present,29.13486937383561,16.37027359402953,1.7797423608400478,0.07511813444515471,2,150,150,650,30,80,15,0.35,175
(Intercept),690.2346730703332,20.385389935360553,33.85928232224051,2.6497989152955136e-251,2,150,150,650,30,80,15,0.35,175
category: present,37.848472474682886,14.075412987893307,2.68897775910643,0.007167119421207842,2,150,150,650,30,80,15,0.35,175
(Intercept),572.8242088271289,50.858994298864786,11.262987338306743,1.998664421016018e-29,2,150,150,650,30,80,15,0.35,175
category: present,36.06187778606654,18.530583428301828,1.9460735235669429,0.05164590846286035,2,150,150,650,30,80,15,0.35,175
(Intercept),691.4423008578972,61.40592582397758,11.26018851730927,2.0631688791532594e-29,2,150,150,650,30,80,15,0.35,175
category: present,52.935981409765866,32.02202292561044,1.6531117204162933,0.09830812843900887,2,150,150,650,30,80,15,0.35,175
(Intercept),650.2890024420309,10.028486769724308,64.84418012149483,0.0,2,150,150,650,30,80,15,0.35,175
category: present,16.235233387760825,14.182421999823267,1.1447433582192899,0.25231548491584627,2,150,150,650,30,80,15,0.35,175
(Intercept),602.6584605465347,25.680339412370806,23.46769841586363,8.720904772101136e-122,2,150,150,650,30,80,15,0.35,175
category: present,30.693682873219835,16.37353795673939,1.8745907545648213,0.06084904607409218,2,150,150,650,30,80,15,0.35,175
(Intercept),617.5836884036322,48.96004475563625,12.614034392452968,1.7671023973055826e-36,2,150,150,650,30,80,15,0.35,175
category: present,-8.694905531628077,16.92869997870975,-0.5136192113135183,0.6075182452897474,2,150,150,650,30,80,15,0.35,175
(Intercept),664.570495164479,51.34260464302631,12.943840691080819,2.5457724955783897e-38,2,150,150,650,30,80,15,0.35,175
category: present,0.5574461263482747,15.543393235320085,0.03586386305157358,0.9713909104264958,2,150,150,650,30,80,15,0.35,175
(Intercept),665.4105306988927,22.288069906873062,29.855009136241865,7.558178149408106e-196,2,150,150,650,30,80,15,0.35,175
category: present,16.741779021902286,13.647591977961426,1.2267203656833714,0.21992771048513443,2,150,150,650,30,80,15,0.35,175
(Intercept),669.0572908136919,15.096375864382864,44.3190668292918,0.0,2,150,150,650,30,80,15,0.35,175
category: present,23.825748059223397,25.119128427413465,0.9485101415071968,0.34286981240827114,2,150,150,650,30,80,15,0.35,175
(Intercept),679.6067781067213,81.65978561431852,8.322416878688898,8.618756119839205e-17,2,150,150,650,30,80,15,0.35,175
category: present,11.305473190743363,16.93491394127492,0.6675837403099462,0.5043993395558889,2,150,150,650,30,80,15,0.35,175
(Intercept),568.8028100927772,30.207613811531193,18.829782903131772,4.305220322984642e-79,2,150,150,650,30,80,15,0.35,175
category: present,37.276241187894925,14.321673826472322,2.6027852358285912,0.009246985902544011,2,150,150,650,30,80,15,0.35,175
(Intercept),758.2562962511926,24.39336365997359,31.08453212196376,3.8978968507744697e-212,2,150,150,650,30,80,15,0.35,175
category: present,50.10073252507547,14.324255644539114,3.4976150781123168,0.0004694381355769914,2,150,150,650,30,80,15,0.35,175
(Intercept),634.5058800736624,28.600422924029797,22.1851922175793,4.773884441045383e-109,2,150,150,650,30,80,15,0.35,175
category: present,26.92941249900381,13.610579572455954,1.9785647154586632,0.04786503559932115,2,150,150,650,30,80,15,0.35,175
(Intercept),616.0975692906327,12.49933810153955,49.290415563264716,0.0,2,150,150,650,30,80,15,0.35,175
category: present,50.83147919358823,14.155981521803163,3.590812768107754,0.00032964838673247437,2,150,150,650,30,80,15,0.35,175
(Intercept),611.9686801456794,32.710844588560335,18.708434094046524,4.226107512922946e-78,2,150,150,650,30,80,15,0.35,175
category: present,17.781637940392592,15.612265441344888,1.138953088339294,0.25472272113204925,2,150,150,650,30,80,15,0.35,175
(Intercept),691.8129799003844,65.1162308437826,10.624278631238372,2.297817688284508e-26,2,150,150,650,30,80,15,0.35,175
category: present,47.17928477082433,14.49879483277708,3.2540142346291603,0.0011378657803331415,2,150,150,650,30,80,15,0.35,175
(Intercept),686.6238084846979,42.66780932903825,16.09231454068126,2.8883448703768685e-58,2,150,150,650,30,80,15,0.35,175
category: present,14.872005837952436,27.424250169065836,0.5422939823794288,0.5876160004339124,2,150,150,650,30,80,15,0.35,175
(Intercept),777.0959828249395,42.32240974610691,18.361335932588805,2.679339750887876e-75,2,150,150,650,30,80,15,0.35,175
category: present,-8.911931201640147,17.425215270372217,-0.5114388008045413,0.6090438314082443,2,150,150,650,30,80,15,0.35,175
(Intercept),702.1396923611269,10.13086049223371,69.3070142362917,0.0,2,150,150,650,30,80,15,0.35,175
category: present,42.44754562398174,14.327200306626862,2.962724378492019,0.0030492947613205714,2,150,150,650,30,80,15,0.35,175
(Intercept),684.0955941876125,24.23633117058937,28.226037570313366,2.8024816891692595e-175,2,150,150,650,30,80,15,0.35,175
category: present,22.9605257324272,14.984120126885827,1.5323239227927308,0.12544252054348734,2,150,150,650,30,80,15,0.35,175
(Intercept),661.3080108198394,17.814750639436316,37.12137341714507,1.2702607126378122e-301,2,150,150,650,30,80,15,0.35,175
category: present,31.66826865007395,15.028082652167337,2.1072727228783763,0.03509394635971147,2,150,150,650,30,80,15,0.35,175
(Intercept),618.6506996603523,14.19352981216073,43.586810881272456,0.0,2,150,150,650,30,80,15,0.35,175
category: present,24.173207224573364,24.208189966495244,0.9985549212076451,0.3180103466835076,2,150,150,650,30,80,15,0.35,175
(Intercept),640.9900210753593,41.4346660173758,15.469897134118506,5.539549694211132e-54,2,150,150,650,30,80,15,0.35,175
category: present,54.254042502298205,30.44213738121879,1.7822021437880415,0.0747162733455069,2,150,150,650,30,80,15,0.35,175
(Intercept),749.9662946237694,62.637673843496316,11.973086620323762,4.916494219984665e-33,2,150,150,650,30,80,15,0.35,175
category: present,22.098425376552207,19.4863863836924,1.1340442984875714,0.25677596670079916,2,150,150,650,30,80,15,0.35,175
(Intercept),609.7589666668159,38.01146924071283,16.041446932909484,6.560778983912996e-58,2,150,150,650,30,80,15,0.35,175
category: present,4.175032074780479,13.81658583352869,0.302175380016743,0.7625183713976307,2,150,150,650,30,80,15,0.35,175
(Intercept),616.6552969003048,16.052638699845424,38.41457522533307,7.4e-323,2,150,150,650,30,80,15,0.35,175
category: present,60.284935351321785,14.919462882694791,4.040690728970329,5.3294001826092956e-5,2,150,150,650,30,80,15,0.35,175
(Intercept),611.4709506116625,35.7665708317284,17.096158127332373,1.5851546236868425e-65,2,150,150,650,30,80,15,0.35,175
category: present,36.89798945339296,18.731033480913418,1.9698854038668683,0.04885150562825798,2,150,150,650,30,80,15,0.35,175
(Intercept),793.4309258922995,10.662837991290427,74.41085821058017,0.0,2,150,150,650,30,80,15,0.35,175
category: present,24.527776673849882,15.646753016360456,1.5675953118326407,0.11697560692106933,2,150,150,650,30,80,15,0.35,175
(Intercept),671.8412599231381,76.46930047745076,8.785764427402476,1.5530475987582069e-18,2,150,150,650,30,80,15,0.35,175
category: present,-6.275620019841928,32.59473073166318,-0.19253480176001775,0.8473233099627692,2,150,150,650,30,80,15,0.35,175
(Intercept),606.0319697737234,56.72725456411588,10.683259298028549,1.2191462414313799e-26,2,150,150,650,30,80,15,0.35,175
category: present,12.717059082951893,27.04258605351663,0.4702604646532376,0.6381689398161917,2,150,150,650,30,80,15,0.35,175
(Intercept),709.5329159509461,32.169691506900655,22.055944049035894,8.376560741504695e-108,2,150,150,650,30,80,15,0.35,175
category: present,28.67576652309049,23.391324128221154,1.2259146325322288,0.22023080175061943,2,150,150,650,30,80,15,0.35,175
(Intercept),644.6155531644994,25.50203983505932,25.27701930252278,5.716745354162532e-141,2,150,150,650,30,80,15,0.35,175
category: present,23.775783486678243,14.68041783595591,1.6195576823736975,0.10532732615571326,2,150,150,650,30,80,15,0.35,175
(Intercept),636.4652910324759,17.791946960129202,35.77266121907627,2.9400467045903865e-280,2,150,150,650,30,80,15,0.35,175
category: present,27.1373507771917,14.446828925921835,1.8784295789991226,0.060322422267433486,2,150,150,650,30,80,15,0.35,175
(Intercept),640.6372695892832,23.28697962831552,27.51053506356436,1.3134777006461891e-166,2,150,150,650,30,80,15,0.35,175
category: present,24.875733544661955,14.38890785116978,1.7288131803999025,0.08384253642691014,2,150,150,650,30,80,15,0.35,175
(Intercept),597.7246874983136,47.206587231189346,12.661891540072983,9.61542512379717e-37,2,150,150,650,30,80,15,0.35,175
category: present,18.865886952608033,23.28184503097856,0.8103261115047067,0.417752771892199,2,150,150,650,30,80,15,0.35,175
(Intercept),665.5584915272271,9.437650354187781,70.52163054884716,0.0,2,150,150,650,30,80,15,0.35,175
category: present,27.817719313839234,13.346853127833677,2.0842155860566,0.03714056164630601,2,150,150,650,30,80,15,0.35,175
(Intercept),575.2275327566903,12.349433752529855,46.579263817569895,0.0,2,150,150,650,30,80,15,0.35,175
category: present,18.251596469440067,25.117885089758186,0.7266374698434365,0.4674480681475969,2,150,150,650,30,80,15,0.35,175
(Intercept),643.9205225079785,9.601228165095865,67.06647435469515,0.0,2,150,150,650,30,80,15,0.35,175
category: present,45.42151304166889,25.83791591464409,1.7579402762869685,0.07875767185876746,2,150,150,650,30,80,15,0.35,175
(Intercept),706.8137191033971,24.62983590224791,28.697459532764807,4.104153301684168e-181,2,150,150,650,30,80,15,0.35,175
category: present,38.00467510966478,15.298606371764299,2.4841919705711026,0.01298457888231387,2,150,150,650,30,80,15,0.35,175
(Intercept),670.8569579044114,11.87880529290574,56.475120297245766,0.0,2,150,150,650,30,80,15,0.35,175
category: present,17.221751197407556,23.184034352005252,0.7428280572711452,0.45758578641651343,2,150,150,650,30,80,15,0.35,175
(Intercept),662.4457790443648,31.440496272444978,21.06982578468217,1.5048398496644876e-98,2,150,150,650,30,80,15,0.35,175
category: present,34.16509907963701,14.744695204949597,2.317111246095358,0.020497672552848675,2,150,150,650,30,80,15,0.35,175
(Intercept),586.4630989923096,26.66291287700325,21.99546244994611,3.182722077114614e-107,2,150,150,650,30,80,15,0.35,175
category: present,45.65418368460311,18.121880845327798,2.519285060654933,0.011759341135713138,2,150,150,650,30,80,15,0.35,175
(Intercept),654.2331426856769,18.78809873611305,34.82167897213356,1.1428577279581293e-265,2,150,150,650,30,80,15,0.35,175
category: present,15.654955622680948,15.725335287089198,0.9955244410930918,0.31948126313484004,2,150,150,650,30,80,15,0.35,175
(Intercept),683.037878145786,33.445966157341566,20.42213027820862,1.0632518667211109e-92,2,150,150,650,30,80,15,0.35,175
category: present,48.061233619247176,14.639048914378188,3.283084433992318,0.0010267790719613507,2,150,150,650,30,80,15,0.35,175
(Intercept),627.0300297321851,36.31395635265575,17.26691588332893,8.348644043657482e-67,2,150,150,650,30,80,15,0.35,175
category: present,23.94342077281403,16.22746154444258,1.47548775310541,0.1400814584499866,2,150,150,650,30,80,15,0.35,175
(Intercept),595.9853747204032,36.53041436217708,16.314771817575533,7.74952251969271e-60,2,150,150,650,30,80,15,0.35,175
category: present,46.636122716946986,26.26985012260991,1.7752717468611765,0.07585302811077424,2,150,150,650,30,80,15,0.35,175
(Intercept),653.5361752732521,10.405602634339154,62.80618223076681,0.0,2,150,150,650,30,80,15,0.35,175
category: present,24.441737312999454,22.090594342031693,1.106431856679123,0.2685396433210323,2,150,150,650,30,80,15,0.35,175
(Intercept),649.1786529115982,38.09089076213091,17.042884530203654,3.947713992584325e-65,2,150,150,650,30,80,15,0.35,175
category: present,29.78032968308108,15.351114045198583,1.9399458303415815,0.0523862734837207,2,150,150,650,30,80,15,0.35,175
(Intercept),544.7428873779515,21.340656475751274,25.526060456337227,1.012848784413333e-143,2,150,150,650,30,80,15,0.35,175
category: present,24.38021168221072,14.278378334225945,1.7074916430649696,0.08773070977523742,2,150,150,650,30,80,15,0.35,175
(Intercept),745.8357394518479,80.38780729227337,9.277970933330026,1.7273661973692482e-20,2,150,150,650,30,80,15,0.35,175
category: present,47.564087664386975,13.867415485734897,3.429917255548815,0.0006037653370125653,2,150,150,650,30,80,15,0.35,175
(Intercept),606.6150386537118,53.684541470117885,11.299622238393681,1.3178365682371476e-29,2,150,150,650,30,80,15,0.35,175
category: present,23.682848801754478,16.090643994994316,1.4718397106493712,0.14106416729792848,2,150,150,650,30,80,15,0.35,175
(Intercept),587.4823541668126,34.23992326151163,17.157817489246217,5.493974332640671e-66,2,150,150,650,30,80,15,0.35,175
category: present,24.5544888519758,22.15133559136991,1.1084879623033723,0.2676511350463888,2,150,150,650,30,80,15,0.35,175
(Intercept),679.9540770765867,9.9707023478682,68.19520364299765,0.0,2,150,150,650,30,80,15,0.35,175
category: present,-3.64412911180199,14.100702507507952,-0.25843599706196657,0.7960704382726195,2,150,150,650,30,80,15,0.35,175
(Intercept),590.3121024697266,10.410850813661051,56.701619592427825,0.0,2,150,150,650,30,80,15,0.35,175
category: present,31.534603989671073,14.72316641652243,2.1418357367938694,0.032206702584328034,2,150,150,650,30,80,15,0.35,175
(Intercept),688.5713133793801,10.01239150191364,68.77191260926776,0.0,2,150,150,650,30,80,15,0.35,175
category: present,40.44622212070316,17.748365847592673,2.2788702051794334,0.022674782032699806,2,150,150,650,30,80,15,0.35,175
(Intercept),693.5394948558254,10.680623521010238,64.93436394341013,0.0,2,150,150,650,30,80,15,0.35,175
category: present,50.32996953516568,14.061326415710328,3.579318767462322,0.0003444910562290075,2,150,150,650,30,80,15,0.35,175
(Intercept),580.867522938868,20.806894001164924,27.91707031844093,1.655883356260798e-171,2,150,150,650,30,80,15,0.35,175
category: present,6.905071157819065,18.50094809075022,0.37322796236974154,0.7089787863759188,2,150,150,650,30,80,15,0.35,175
(Intercept),576.5858940658851,29.807272964251904,19.343798902951942,2.298982425115733e-83,2,150,150,650,30,80,15,0.35,175
category: present,26.000982021994457,21.916302809028874,1.1863762902236783,0.23547373071528477,2,150,150,650,30,80,15,0.35,175
(Intercept),557.5116211309321,43.889273579034025,12.702685090628984,5.713519747230256e-37,2,150,150,650,30,80,15,0.35,175
category: present,35.53368577725655,15.079044608574751,2.356494506094252,0.018448340535367484,2,150,150,650,30,80,15,0.35,175
(Intercept),642.5415089541389,64.17666355271133,10.01207406842503,1.3489437740643384e-23,2,150,150,650,30,80,15,0.35,175
category: present,31.579993614362103,14.92321386703143,2.1161657197803123,0.034330715622991934,2,150,150,650,30,80,15,0.35,175
(Intercept),638.0643371747813,13.242885978484129,48.18166812063865,0.0,2,150,150,650,30,80,15,0.35,175
category: present,6.285759124629634,19.1801095525226,0.3277227957127555,0.7431212659514026,2,150,150,650,30,80,15,0.35,175
(Intercept),606.975582906514,29.757213395869893,20.39759485647128,1.7564470175250982e-92,2,150,150,650,30,80,15,0.35,175
category: present,67.53672185754202,15.180453487940728,4.448926503492984,8.63005386404788e-6,2,150,150,650,30,80,15,0.35,175
(Intercept),594.9312128106075,10.262425464116726,57.971793791908674,0.0,2,150,150,650,30,80,15,0.35,175
category: present,37.26149950864824,14.513261307601914,2.567410502636717,0.010246123501534215,2,150,150,650,30,80,15,0.35,175
(Intercept),623.0052285130638,19.37855997639631,32.149201451083236,9.062046554514141e-227,2,150,150,650,30,80,15,0.35,175
category: present,33.87548975187296,26.7762743585073,1.2651308131338337,0.20582443886238,2,150,150,650,30,80,15,0.35,175
(Intercept),553.8465219952654,35.337325298202735,15.673130813424473,2.3091879395701175e-55,2,150,150,650,30,80,15,0.35,175
category: present,34.27210765463618,17.226513049834406,1.9894976746304227,0.046646298224516144,2,150,150,650,30,80,15,0.35,175
(Intercept),634.5398123443123,13.796974945716377,45.99122741331942,0.0,2,150,150,650,30,80,15,0.35,175
category: present,6.836386334016353,20.41980382438984,0.33479196924756105,0.737782018894267,2,150,150,650,30,80,15,0.35,175
(Intercept),553.5585537343052,85.24214722977683,6.4939536570113034,8.361247800481794e-11,2,150,150,650,30,80,15,0.35,175
category: present,23.839406504691542,21.069473361127816,1.131466653014409,0.25785873133497617,2,150,150,650,30,80,15,0.35,175
(Intercept),578.8816711600457,57.291712726401855,10.104108318850773,5.297528198958057e-24,2,150,150,650,30,80,15,0.35,175
category: present,11.162159239589416,31.268357925386994,0.35697938683651764,0.7211072373403071,2,150,150,650,30,80,15,0.35,175
